"Gene","FN","FS","PN","PS","Trepl","Tsil"
"LOC413121",6,5,2,0,6209.6671,2058.3329
"LOC413123",2,1,2,0,11193.3335,4106.6665
"LOC413125",0,7,0,2,7089.0003,2684.9997
"LOC413126",0,8,0,0,15690.6664,5861.3336
"LOC413128",1,4,0,1,8106,3054
"LOC413129",0,3,0,1,5072,1924
"LOC413130",0,9,0,0,23778,10134
"LOC413132",9,5,0,0,45080,15568
"LOC413133",0,0,0,3,2394.9999,944.0001
"LOC413134",1,24,0,0,30516.6675,11858.3325
"LOC413137",0,6,0,0,2544,1146
"LOC413138",0,7,0,0,16769.6669,6687.3331
"LOC413139",7,2,0,0,9038.9997,2841.0003
"LOC413141",2,9,0,1,14228.0004,5247.9996
"LOC413142",0,5,0,0,2673.3335,926.6665
"LOC413144",0,2,0,0,1626.6666,641.3334
"LOC413145",0,2,0,0,1248,468
"LOC413147",1,3,0,0,5966.6668,2253.3332
"LOC413152",7,11,1,6,63650,23650
"LOC413153",12,18,6,7,77400,33153
"LOC413154",2,2,0,0,6545.3332,2346.6668
"LOC413159",2,20,0,20,143401.9986,57694.0014
"LOC413164",1,1,0,0,875.3334,318.6666
"LOC413165",1,3,0,0,2757.3332,938.6668
"LOC413167",2,12,0,0,26035.3338,8824.6662
"LOC413168",1,1,0,0,1407.3334,584.6666
"LOC413169",0,4,0,0,4300,1712
"LOC413170",1,4,2,4,30191.3337,12279.6663
"LOC413171",0,7,0,16,112010,41239
"LOC413176",8,7,2,10,84312.0009,25118.9991
"LOC413179",0,5,0,0,2463.3335,956.6665
"LOC413181",0,3,0,0,2223.9999,836.0001
"LOC413184",0,2,0,0,1586,514
"LOC413185",8,11,0,1,39613.334,13726.666
"LOC413186",0,1,0,0,273,105
"LOC413189",1,4,0,0,3398.3335,1236.6665
"LOC413190",3,11,0,4,27540,10476
"LOC413192",2,9,1,5,13628.3339,5088.6661
"LOC413194",3,6,1,0,9620,3070
"LOC413195",2,4,0,2,27362.6664,9525.3336
"LOC413197",7,1,1,0,12854.9997,5154.0003
"LOC413200",2,13,0,2,30679.3339,11293.6661
"LOC413204",1,6,0,1,5096,1744
"LOC413205",0,2,0,3,3186.6665,1088.3335
"LOC413207",0,2,0,0,1166,400
"LOC413208",1,7,0,0,9117.3336,3410.6664
"LOC413209",1,9,0,3,14642.3329,4701.6671
"LOC413210",16,38,13,34,407939,166246
"LOC413213",0,11,0,0,13860,4917
"LOC413215",3,3,0,4,9560,3610
"LOC413222",0,3,0,1,5453.3332,2154.6668
"LOC413223",0,9,0,1,30966.667,14033.333
"LOC413224",0,9,1,4,31588.6662,13435.3338
"LOC413228",1,1,0,0,2260.6666,787.3334
"LOC413233",6,11,0,0,26361.3339,8624.6661
"LOC413237",1,12,0,4,27341.6661,11367.3339
"LOC413239",0,2,0,0,1660.6666,589.3334
"LOC413240",0,3,0,0,1944,648
"LOC413242",0,12,0,3,28530,11520
"LOC413244",0,1,0,0,831,315
"LOC413245",2,2,0,0,2592,936
"LOC413246",0,1,0,0,416,139
"LOC413247",1,24,0,1,35247.3342,13268.6658
"LOC413248",5,8,2,8,54793.6659,20485.3341
"LOC413251",0,2,1,17,12546.666,4613.334
"LOC413252",0,12,0,0,16736.0004,6051.9996
"LOC413255",2,2,0,0,2681.3332,822.6668
"LOC413256",0,36,1,3,60573.332,24506.668
"LOC413259",0,10,0,5,18420,8355
"LOC413260",1,8,0,3,22647.9996,8456.0004
"LOC413263",7,9,1,10,27243,9693
"LOC413264",17,23,6,21,132302.6689,48999.3311
"LOC413265",9,36,0,10,273093.3315,106901.6685
"LOC413266",1,21,0,0,19814.6674,6453.3326
"LOC413267",7,21,3,2,62007,21945
"LOC413270",0,2,0,1,4581,1710
"LOC413271",0,5,0,2,5469.3331,1838.6669
"LOC413274",6,16,0,12,116937.3322,44018.6678
"LOC413275",0,1,0,0,652,215
"LOC413280",1,1,0,0,1125.3334,398.6666
"LOC413285",2,3,0,2,3728.6669,1290.3331
"LOC413286",2,7,0,3,9236.0004,3471.9996
"LOC413288",0,1,0,0,1756,719
"LOC413289",1,69,1,15,445938.6638,150041.3362
"LOC413293",0,2,0,0,840.6666,281.3334
"LOC413294",17,13,0,2,73717.3344,26506.6656
"LOC413296",0,1,0,0,588.6667,215.3333
"LOC413299",0,1,0,0,742.6667,289.3333
"LOC413303",10,17,0,9,107664.0012,36407.9988
"LOC413305",1,7,0,0,8322.6664,2765.3336
"LOC413309",0,1,0,0,963,375
"LOC413310",2,51,8,28,518425,193397
"LOC413311",4,1,0,0,3593.3335,1056.6665
"LOC413313",0,1,0,0,531.6667,194.3333
"LOC413314",0,2,0,0,1174.6666,415.3334
"LOC413318",0,4,0,0,7718.6668,3261.3332
"LOC413319",8,10,0,1,29678,10051
"LOC413324",1,12,1,13,25920,9639
"LOC413328",1,1,0,0,7097.3334,2796.6666
"LOC413331",0,10,0,1,37638.3337,14402.6663
"LOC413332",10,28,0,10,444128.0016,163119.9984
"LOC413333",4,5,0,2,16144.3337,6460.6663
"LOC413334",1,14,0,0,30375,11430
"LOC413340",8,7,0,0,14314.9995,4405.0005
"LOC413341",5,6,1,0,81492,31512
"LOC413343",1,0,0,0,722.6667,246.3333
"LOC413344",0,6,0,0,15642,6282
"LOC413346",0,13,2,8,24679,8855
"LOC413350",1,3,0,0,3980,1624
"LOC413351",2,10,0,2,28280,11998
"LOC413354",0,4,0,0,3872,1528
"LOC413356",1,22,0,3,27594.6658,9845.3342
"LOC413357",0,14,0,0,28163.3338,10308.6662
"LOC413362",3,3,0,0,7980,2766
"LOC413363",0,1,0,0,1165.3333,415.6667
"LOC413365",0,4,0,0,3564,1344
"LOC413366",2,12,1,0,15325.0005,6364.9995
"LOC413368",11,24,15,20,300090,113190
"LOC413369",4,9,0,0,32214,11115
"LOC413370",0,7,0,1,14794.6664,5605.3336
"LOC413371",0,3,1,3,5072.6669,2109.3331
"LOC413372",25,2,0,0,125666.9991,34875.0009
"LOC413374",7,4,0,0,12972.6663,4154.3337
"LOC413376",5,23,0,1,62572.3343,25384.6657
"LOC413377",9,41,1,4,338653.3315,132421.6685
"LOC413379",2,11,1,11,20325,7875
"LOC413380",1,12,0,5,14490,5814
"LOC413382",0,9,0,1,23440,10160
"LOC413383",0,2,0,4,4198.0002,1525.9998
"LOC413384",1,20,0,10,42118.6677,19354.3323
"LOC413385",0,8,6,8,46442,19492
"LOC413386",4,12,5,2,52332.6659,20738.3341
"LOC413388",0,7,0,0,19779.6669,7121.3331
"LOC413390",0,1,0,1,2819.3334,978.6666
"LOC413391",1,7,0,1,4133.9997,1887.0003
"LOC413393",1,0,0,0,602,199
"LOC413394",1,2,0,0,1392,534
"LOC413398",1,2,0,0,1464,435
"LOC413399",0,9,0,1,35590,14420
"LOC413400",3,5,0,0,10941.3336,3410.6664
"LOC413404",2,2,0,0,3116,1012
"LOC413407",5,16,0,0,36561,12453
"LOC413408",1,16,0,4,26424.9993,9989.0007
"LOC413409",0,28,0,0,41552,15736
"LOC413410",0,24,0,9,72523.0011,29545.9989
"LOC413411",2,9,0,0,15180,6072
"LOC413416",0,15,3,2,35466.666,14093.334
"LOC413418",10,7,3,6,80140.6658,26173.3342
"LOC413422",5,4,0,0,15867,6381
"LOC413423",4,43,0,10,139973.0019,56847.9981
"LOC413425",1,6,0,0,22600.6669,8731.3331
"LOC413427",4,32,3,16,111668.3315,50526.6685
"LOC413428",9,52,8,44,519611.6629,196695.3371
"LOC413429",2,1,0,0,2997.9999,953.0001
"LOC413433",6,8,0,0,33852,12894
"LOC413435",1,0,0,0,923.6667,339.3333
"LOC413437",0,2,0,0,1037.3334,336.6666
"LOC413438",0,13,0,0,27586,9932
"LOC413439",4,2,0,0,3931.9998,1342.0002
"LOC413440",2,26,0,6,91233.3322,39224.6678
"LOC413441",0,2,0,0,2132,766
"LOC413447",3,6,0,0,11943,3852
"LOC413450",0,4,0,1,5303.3335,1956.6665
"LOC413451",3,2,0,0,11130,3870
"LOC413457",3,8,0,0,35251.3337,12136.6663
"LOC413460",2,13,0,1,38277.3328,14282.6672
"LOC413462",1,5,1,1,20112,7680
"LOC413464",0,5,0,1,6889.9998,2506.0002
"LOC413466",3,34,3,7,132681,50337
"LOC413467",1,2,0,0,2607.9999,965.0001
"LOC413468",0,3,0,0,3494.0001,1095.9999
"LOC413470",0,1,0,0,407,151
"LOC413471",4,9,0,0,29479.6671,11041.3329
"LOC413472",0,5,0,4,7395.0003,2702.9997
"LOC413473",0,29,2,3,76930.6678,30985.3322
"LOC413474",1,6,0,2,18573.0003,7805.9997
"LOC413478",7,3,0,0,11326.667,3703.333
"LOC413481",3,30,0,13,99252.6682,34469.3318
"LOC413484",0,6,0,0,7744.0002,2785.9998
"LOC413488",0,4,0,1,8376.6665,3248.3335
"LOC413489",3,0,1,2,5044.0002,1723.9998
"LOC413490",0,2,0,0,2046.6666,761.3334
"LOC413491",0,2,0,0,1622.6666,549.3334
"LOC413493",0,3,0,1,6538.6668,2413.3332
"LOC413494",1,4,1,2,11797.3336,4498.6664
"LOC413495",0,2,0,0,1275.3334,518.6666
"LOC413498",2,3,0,0,7065,2355
"LOC413499",1,5,0,0,7692,2676
"LOC413500",0,4,0,2,4765.9998,1948.0002
"LOC413501",0,4,0,2,4648.0002,1777.9998
"LOC413502",1,1,0,0,1805.3334,672.6666
"LOC413503",2,12,2,8,24552,10008
"LOC413504",1,15,0,5,60431.0007,24366.9993
"LOC413510",1,23,0,5,66342.3343,28748.6657
"LOC413512",10,12,0,0,40678,14234
"LOC413515",3,5,0,0,12160,3680
"LOC413517",1,8,0,0,6959.9997,2625.0003
"LOC413520",0,1,0,0,552.6667,215.3333
"LOC413523",0,5,0,0,6495,2190
"LOC413524",2,8,0,1,20610.3337,7769.6663
"LOC413525",0,2,0,1,6261.9999,2144.0001
"LOC413527",1,15,0,2,16956,6156
"LOC413529",6,3,0,1,10583.333,3186.667
"LOC413531",11,8,0,3,37187.3326,11982.6674
"LOC413532",10,14,0,3,82044.0009,26414.9991
"LOC413533",11,5,0,0,13962.6672,4901.3328
"LOC413534",8,9,1,1,17632,5852
"LOC413539",4,9,0,4,34957.6661,11809.3339
"LOC413542",13,9,0,0,37510,13376
"LOC413543",2,19,1,7,70653.6657,26264.3343
"LOC413544",0,2,0,2,4437.3332,1454.6668
"LOC413547",0,2,0,0,2924,1030
"LOC413548",4,9,0,0,32703.6671,11834.3329
"LOC413549",2,12,1,2,30033.3339,11837.6661
"LOC413550",2,12,0,3,22791.3339,9338.6661
"LOC413551",0,2,0,1,2199.9999,851.0001
"LOC413553",9,11,1,0,16995.9993,6377.0007
"LOC413555",0,0,0,1,869.3333,330.6667
"LOC413556",6,18,0,0,65200.0008,25375.9992
"LOC413557",0,3,1,1,2443.3335,856.6665
"LOC413558",0,3,0,5,9112,3824
"LOC413560",2,10,4,22,43396,17024
"LOC413562",1,20,0,12,119713.0011,52645.9989
"LOC413567",0,4,0,0,2122.6668,817.3332
"LOC413568",2,25,0,15,70615.9986,26782.0014
"LOC413569",2,70,2,7,368981.9973,136215.0027
"LOC413573",0,3,0,0,3852.9999,1340.0001
"LOC413574",0,12,0,9,38136,15918
"LOC413575",5,5,0,0,11593.333,4576.667
"LOC413576",3,2,0,2,7100.3331,2895.6669
"LOC413577",0,7,0,4,11531.6663,4440.3337
"LOC413578",0,7,0,0,14305.6669,5392.3331
"LOC413579",2,4,0,1,9387,3192
"LOC413582",0,0,0,1,785,301
"LOC413583",13,25,3,3,129022.6652,49837.3348
"LOC413588",0,2,0,1,2892.9999,1013.0001
"LOC413590",0,6,4,8,17951.9994,5484.0006
"LOC413591",2,6,0,1,14870.9997,4785.0003
"LOC413592",3,10,0,0,33769.6671,11353.3329
"LOC413594",0,6,0,0,5260.0002,1957.9998
"LOC413596",9,28,4,21,186454.6646,67621.3354
"LOC413601",1,1,0,0,798.6666,275.3334
"LOC413605",0,1,0,1,1366.6666,499.3334
"LOC413607",1,2,0,0,3750.9999,1469.0001
"LOC413612",0,1,0,0,412.6667,133.3333
"LOC413613",0,2,0,0,1016.6666,363.3334
"LOC413614",0,3,0,0,1458,513
"LOC413616",14,9,0,5,72874.6676,25657.3324
"LOC413618",1,1,0,0,4644.6666,1691.3334
"LOC413620",0,4,0,0,5240,1888
"LOC413625",0,3,0,1,6792,2664
"LOC413627",7,6,2,0,16920,5265
"LOC413631",4,8,0,0,13844.0004,4767.9996
"LOC413633",0,13,0,4,28832,12376
"LOC413636",0,2,0,0,4752,1902
"LOC413637",0,2,0,0,960,348
"LOC413638",0,7,0,6,22650.3329,8744.6671
"LOC413643",2,3,0,0,4890,1755
"LOC413645",0,5,0,3,4554.6664,1685.3336
"LOC413649",0,2,0,1,1406.0001,429.9999
"LOC413650",0,0,0,1,1399.3333,505.6667
"LOC413652",1,9,0,0,15586.667,5983.333
"LOC413653",2,2,0,0,5090.6668,1953.3332
"LOC413655",2,4,0,0,5773.9998,2164.0002
"LOC413660",3,4,0,0,12028.3331,4204.6669
"LOC413663",0,4,0,0,8746.6668,3313.3332
"LOC413664",2,11,0,2,17055,7020
"LOC413666",8,24,1,8,92564.3347,34371.6653
"LOC413669",12,5,0,0,76698.3339,26576.6661
"LOC413670",0,7,0,2,10044,3915
"LOC413672",0,4,0,0,5254.6668,1741.3332
"LOC413674",0,1,0,1,1384,458
"LOC413675",1,5,0,0,12352.0002,4189.9998
"LOC413676",1,21,1,7,63540,24120
"LOC413677",0,8,0,4,32888.0004,13371.9996
"LOC413678",3,6,4,7,17040,6840
"LOC413679",0,0,1,0,588.3333,191.6667
"LOC413680",1,4,0,0,6133.3335,2491.6665
"LOC413683",0,8,1,6,33079.9995,13585.0005
"LOC413684",2,8,3,3,16336,6224
"LOC413686",1,2,0,0,1308,510
"LOC413688",1,1,0,0,2249.3334,786.6666
"LOC413689",0,4,0,0,5789.3332,2274.6668
"LOC413690",3,13,0,0,43525.3328,15322.6672
"LOC413691",4,6,1,0,22102.6663,7828.3337
"LOC413692",1,5,0,0,7729.9998,2566.0002
"LOC413693",16,13,6,6,96199.6653,31720.3347
"LOC413697",8,18,0,0,35464,13520
"LOC413698",1,10,0,6,15617.3339,6261.6661
"LOC413699",0,1,0,1,3246.6666,1319.3334
"LOC413702",0,7,0,1,12546.6664,5069.3336
"LOC413705",10,4,0,1,14455.0005,5164.9995
"LOC413709",0,5,0,0,4896.6665,1763.3335
"LOC413711",0,3,0,0,1988.0001,711.9999
"LOC413713",4,6,0,0,12783.333,4256.667
"LOC413714",2,3,0,0,2788.3335,931.6665
"LOC413718",5,5,1,0,19459,6182
"LOC413720",9,11,0,0,41280,12900
"LOC413721",15,24,1,1,114581.3347,42612.6653
"LOC413723",3,5,2,0,6393.333,2486.667
"LOC413727",1,5,0,0,5676,2028
"LOC413728",1,0,0,0,1149.3333,422.6667
"LOC413730",4,17,2,5,32424,11928
"LOC413732",0,5,1,0,15379.9998,4978.0002
"LOC413738",3,27,1,2,77341.0011,32647.9989
"LOC413739",1,7,1,1,11420,4480
"LOC413740",0,0,2,0,1406,478
"LOC413742",1,2,0,0,5379.9999,2045.0001
"LOC413746",0,1,0,1,712,260
"LOC413749",5,17,0,4,25679.3342,9576.6658
"LOC413753",6,8,3,0,106669.3339,39955.6661
"LOC413754",0,2,2,0,8484,3036
"LOC413755",1,11,0,3,42880.0005,15079.9995
"LOC413757",3,1,0,0,5586.6668,1889.3332
"LOC413758",5,7,3,1,22464,6960
"LOC413759",1,22,0,11,61936.6678,25375.3322
"LOC413762",1,2,0,0,1811.0001,600.9999
"LOC413763",0,1,0,0,1001,361
"LOC413766",0,4,0,0,5093.3332,1722.6668
"LOC413768",4,17,0,2,44282.6659,16161.3341
"LOC413772",2,5,0,1,14162.6664,5661.3336
"LOC413774",7,1,0,0,4805.3336,1650.6664
"LOC413781",6,3,1,1,7568,2596
"LOC413782",7,17,3,7,91392,29376
"LOC413783",3,21,3,6,70729.9989,31141.0011
"LOC413784",2,22,1,4,50653.3343,19207.6657
"LOC413786",1,18,0,0,18024.6673,7397.3327
"LOC413789",1,4,0,0,3758.3335,1221.6665
"LOC413791",0,4,0,0,5332,1988
"LOC413792",2,5,0,0,6174,2079
"LOC413793",0,0,0,2,3716.6666,1497.3334
"LOC413794",0,2,0,0,1036.6666,373.3334
"LOC413795",3,4,1,4,12512.0004,4407.9996
"LOC413796",4,9,0,2,32055,11190
"LOC413802",1,7,0,0,20453.3336,7914.6664
"LOC413805",1,4,0,0,5741.6665,2028.3335
"LOC413807",8,13,5,4,70670.001,22839.999
"LOC413809",1,3,0,0,4738.6668,1633.3332
"LOC413810",1,0,0,0,1125.3333,374.6667
"LOC413812",0,2,0,1,3513,1329
"LOC413813",0,1,0,0,701.3333,234.6667
"LOC413814",0,7,0,2,21975.0003,8642.9997
"LOC413815",3,3,0,0,5989.9998,1912.0002
"LOC413816",3,13,3,1,28513.334,11506.666
"LOC413817",2,10,1,4,14982.6661,5774.3339
"LOC413821",0,3,0,0,5349.9999,2273.0001
"LOC413825",0,7,0,1,11613.3336,4586.6664
"LOC413827",0,2,0,0,1232,538
"LOC413829",0,13,0,8,21651,8337
"LOC413831",1,1,0,0,2421.3334,806.6666
"LOC413833",7,3,0,3,15084.3329,5039.6671
"LOC413834",2,13,0,2,28509,10710
"LOC413835",0,6,0,0,2256,1236
"LOC413837",0,13,0,10,89048.3341,33909.6659
"LOC413840",4,4,0,0,8957.3336,3570.6664
"LOC413842",0,2,0,0,1043.3334,408.6666
"LOC413844",2,6,0,1,15203.9997,6963.0003
"LOC413852",2,4,1,0,4638.6669,1640.3331
"LOC413854",0,8,1,1,20033.333,7296.667
"LOC413855",1,7,0,0,16194.6664,6101.3336
"LOC413858",6,13,10,8,117240.6679,44708.3321
"LOC413867",0,3,0,0,2405.0001,861.9999
"LOC413868",0,3,0,0,1449,513
"LOC413869",1,7,0,0,5696,2152
"LOC413870",0,14,0,0,15600.6662,5693.3338
"LOC413873",8,21,1,4,119759.3322,43440.6678
"LOC413874",11,14,8,5,82130.6654,29589.3346
"LOC413875",0,3,0,0,803.0001,312.9999
"LOC413877",0,1,0,0,365.6667,135.3333
"LOC413878",1,1,0,0,2294.6666,819.3334
"LOC413879",5,4,0,0,10341,3591
"LOC413880",1,3,0,0,5648,1792
"LOC413881",0,3,0,0,1164,393
"LOC413884",0,1,0,0,356,115
"LOC413885",1,1,0,0,1672,584
"LOC413889",2,4,0,0,4578,1614
"LOC413891",3,4,0,0,7508.6669,2718.3331
"LOC413892",0,10,0,11,18192.9993,8204.0007
"LOC413895",2,3,0,0,10598.3335,3786.6665
"LOC413896",2,5,1,5,9351.3329,3869.6671
"LOC413898",0,1,0,0,506.3333,180.6667
"LOC413899",3,14,0,1,19686.0006,7151.9994
"LOC413900",5,14,0,2,46998,17073
"LOC413906",3,3,2,3,14344,5852
"LOC413907",9,19,0,0,53872,19712
"LOC413908",3,5,5,24,41316.6679,14183.3321
"LOC413909",1,5,0,0,6912,2502
"LOC413912",1,15,0,0,33786.6672,13301.3328
"LOC413914",3,6,1,2,9344.0004,3435.9996
"LOC413915",0,3,0,0,1530.9999,566.0001
"LOC413917",2,7,1,2,15591.9996,5612.0004
"LOC413919",8,5,0,0,14174.3329,6300.6671
"LOC413924",3,12,0,0,11925,4095
"LOC413925",7,49,0,18,287095.3358,107842.6642
"LOC413926",2,0,0,0,2552,874
"LOC413928",1,5,0,0,2440.0002,781.9998
"LOC413929",0,2,0,0,2172.6666,749.3334
"LOC413930",0,3,0,0,4467.9999,1463.0001
"LOC413931",2,8,0,1,29916.3337,11564.6663
"LOC413933",3,2,0,0,3563.3335,1326.6665
"LOC413934",1,6,1,1,13221,5220
"LOC413935",2,2,0,0,5213.3332,1734.6668
"LOC413936",14,11,9,11,164700,58995
"LOC413940",1,15,0,2,40446,15282
"LOC413942",8,22,0,0,40749.999,14060.001
"LOC413943",0,3,0,0,4001.0001,1389.9999
"LOC413944",13,14,0,1,61058.6676,21177.3324
"LOC413946",0,3,0,0,3006,1341
"LOC413947",15,40,0,0,362743.3315,129781.6685
"LOC413948",1,5,0,0,5452.0002,1909.9998
"LOC413955",0,8,0,0,33480,14952
"LOC413957",0,3,0,5,13797.3336,4730.6664
"LOC413958",1,5,0,0,7872,2550
"LOC413959",8,8,0,0,48085.3328,17050.6672
"LOC413964",0,4,0,0,4165.3332,1450.6668
"LOC413966",0,1,0,0,1108.3333,412.6667
"LOC413968",25,16,10,7,525402.6686,202613.3314
"LOC413971",0,2,0,0,2456.6666,975.3334
"LOC413973",2,14,0,1,17646,6477
"LOC413977",0,32,0,1,66847.0011,27400.9989
"LOC413980",2,15,2,13,113792,41056
"LOC413984",3,4,0,0,21431.6669,7884.3331
"LOC413987",3,11,0,7,28077,10164
"LOC413989",5,1,0,1,4242,1428
"LOC413994",0,2,0,1,7758.9999,2897.0001
"LOC413995",7,13,1,19,51040,17960
"LOC413997",0,2,0,0,772.6666,259.3334
"LOC413998",5,23,3,8,104988,41613
"LOC414001",2,9,0,0,22462,8063
"LOC414002",2,11,4,8,48241.6675,17608.3325
"LOC414004",0,2,0,1,7214.0001,2676.9999
"LOC414008",0,2,0,0,1526.6666,471.3334
"LOC414009",0,1,0,0,1418,499
"LOC414011",0,5,0,0,2746.6665,1063.3335
"LOC414012",0,6,0,0,9559.9998,3562.0002
"LOC414014",0,2,0,0,3924,1422
"LOC414015",0,2,0,0,2052.6666,815.3334
"LOC414017",2,8,2,0,32456.0004,10563.9996
"LOC414021",0,7,0,4,28244.3337,12213.6663
"LOC414022",3,6,0,1,20596.667,8503.333
"LOC414025",2,1,0,1,3805.3332,1378.6668
"LOC414029",2,13,0,2,63092.6661,24372.3339
"LOC414032",0,13,0,0,22303.6671,8974.3329
"LOC414033",0,3,0,0,2601.9999,836.0001
"LOC414035",1,5,0,0,4753.9998,1798.0002
"LOC414036",0,3,0,0,1271.0001,438.9999
"LOC414038",1,1,0,0,1116,360
"LOC414039",0,1,0,0,262.3333,100.6667
"LOC414042",6,6,2,0,25764.6662,7163.3338
"LOC414043",2,3,1,1,15267,5418
"LOC414048",5,11,0,5,57806.0007,19053.9993
"LOC414051",3,7,0,2,18332.0004,7011.9996
"LOC494509",3,3,0,1,9053.3331,3294.6669
"LOC503505",1,4,0,1,2902.0002,1057.9998
"LOC550645",2,6,0,3,19202.3337,8121.6663
"LOC550651",0,5,0,0,2848.3335,1096.6665
"LOC550655",1,0,2,0,2487.9999,986.0001
"LOC550656",0,3,0,1,3766.6668,1429.3332
"LOC550663",0,1,0,0,1087.3333,424.6667
"LOC550664",0,2,0,0,902,340
"LOC550667",1,2,0,1,5725.3332,2218.6668
"LOC550671",7,6,0,2,11584.9995,4345.0005
"LOC550673",0,2,0,0,2290.6666,853.3334
"LOC550677",0,6,0,5,8686.3337,3391.6663
"LOC550684",1,4,0,0,2983.3335,1036.6665
"LOC550685",0,5,0,0,7846.6665,3058.3335
"LOC550686",2,20,0,1,55207.6659,19795.3341
"LOC550687",3,8,0,0,12342,4521
"LOC550691",3,13,0,1,19459.3339,7111.6661
"LOC550692",0,3,0,0,2118,762
"LOC550694",0,0,0,2,2398.6666,859.3334
"LOC550695",2,2,0,0,6664,2192
"LOC550698",0,2,0,0,1502,556
"LOC550700",0,16,0,2,33402.0006,11687.9994
"LOC550701",0,1,0,0,762,270
"LOC550706",0,6,0,0,15283.9998,5848.0002
"LOC550708",0,7,0,7,18685.3338,7144.6662
"LOC550710",0,1,0,0,682.3333,247.6667
"LOC550712",0,5,0,2,2517.6669,947.3331
"LOC550715",0,2,0,0,712.6666,283.3334
"LOC550716",0,19,0,0,70534.3327,25168.6673
"LOC550724",3,3,1,0,13783,5306
"LOC550732",9,9,4,9,51966.3323,17969.6677
"LOC550734",0,1,0,0,647,217
"LOC550735",3,6,0,2,18146.3337,7395.6663
"LOC550739",1,6,0,1,13474.6664,5101.3336
"LOC550745",4,3,1,0,9952,3392
"LOC550748",0,3,0,0,3143.0001,1239.9999
"LOC550749",6,9,0,0,27810,9990
"LOC550780",0,1,0,0,539,175
"LOC550785",0,7,0,0,5565,2121
"LOC550789",0,2,0,0,1450,476
"LOC550791",0,8,0,0,7098.6664,2645.3336
"LOC550794",0,4,0,0,3569.3332,1302.6668
"LOC550798",2,9,0,0,12397,4268
"LOC550801",1,3,1,1,7249.9998,2812.0002
"LOC550804",0,10,0,1,14985.6663,5738.3337
"LOC550806",0,3,0,0,7995,2940
"LOC550808",6,8,0,0,26306,9562
"LOC550811",8,14,6,12,117666.668,41453.332
"LOC550814",1,1,0,0,1131.3334,356.6666
"LOC550818",0,5,0,1,5314.0002,1831.9998
"LOC550822",1,1,0,0,2830.6666,1021.3334
"LOC550824",0,1,0,0,901.6667,268.3333
"LOC550827",0,1,0,1,2001.3334,704.6666
"LOC550828",4,4,0,0,5917.3336,1786.6664
"LOC550829",0,25,0,0,101183.3325,40116.6675
"LOC550834",0,3,0,0,636,210
"LOC550854",1,2,0,2,1903.3335,631.6665
"LOC550858",4,3,0,0,7497,2373
"LOC550865",4,4,2,1,28897,8195
"LOC550869",2,2,3,0,7891.3331,2545.6669
"LOC550870",0,22,1,15,110846,48526
"LOC550881",0,1,0,0,561.6667,212.3333
"LOC550884",0,4,0,0,4657.3332,1570.6668
"LOC550885",0,6,0,0,7201.9998,2698.0002
"LOC550886",0,3,0,0,4190.0001,1515.9999
"LOC550895",1,1,0,0,2485.3334,892.6666
"LOC550899",1,0,0,1,1704.6666,647.3334
"LOC550901",0,2,0,1,2493.9999,971.0001
"LOC550903",2,10,1,1,21322,7028
"LOC550906",0,1,0,0,500.6667,177.3333
"LOC550915",2,5,0,0,5079.6669,1787.3331
"LOC550918",1,22,0,4,43758.0009,17234.9991
"LOC550920",3,3,0,0,7788,2760
"LOC550922",0,6,0,3,7544.9997,3039.0003
"LOC550924",1,1,1,0,2814.9999,1163.0001
"LOC550926",4,7,0,0,6625.6663,2053.3337
"LOC550928",0,7,0,7,7620.6662,2963.3338
"LOC550929",6,6,0,0,16128,6012
"LOC550930",0,10,0,2,13755.9996,5072.0004
"LOC550935",0,6,0,0,15742.0002,6181.9998
"LOC550937",2,6,1,4,7769.6671,2799.3329
"LOC550940",0,11,0,0,26649.3337,10640.6663
"LOC550941",3,10,0,0,17194.6671,6244.3329
"LOC550948",0,2,0,0,1162.6666,403.3334
"LOC550955",1,4,0,1,3037.9998,1048.0002
"LOC550956",0,2,0,0,1378.6666,511.3334
"LOC550958",0,4,0,0,2550.6668,833.3332
"LOC550962",16,3,0,0,27182.6673,8784.3327
"LOC550964",3,20,2,10,98140,37625
"LOC550965",3,7,2,3,16725,5910
"LOC550966",1,3,0,0,4792,1472
"LOC550968",2,7,1,0,15203.333,5616.667
"LOC550969",2,6,0,0,9149.3336,3066.6664
"LOC550970",0,3,1,2,5424,1992
"LOC550973",0,4,0,5,3606.0003,1118.9997
"LOC550975",2,1,0,0,1118.0001,393.9999
"LOC550976",0,14,0,13,43208.9991,17784.0009
"LOC550977",1,3,0,0,2973.3332,1142.6668
"LOC550978",0,3,0,1,2452,800
"LOC550984",1,13,0,1,30394.9995,12985.0005
"LOC550987",1,0,0,0,887,313
"LOC550991",0,2,0,0,3358.6666,1303.3334
"LOC550996",1,2,0,0,1767.9999,572.0001
"LOC550998",4,6,0,1,8165.6663,3120.3337
"LOC551005",7,6,5,6,23992.0008,8479.9992
"LOC551009",5,5,0,0,10640,3280
"LOC551012",6,9,1,1,32045,10540
"LOC551016",30,53,87,109,3130659,1259406
"LOC551020",0,3,0,1,2808,996
"LOC551021",5,3,1,0,32319,10341
"LOC551028",10,20,15,11,126466.6648,41029.3352
"LOC551029",0,3,0,0,1719.9999,584.0001
"LOC551031",0,1,0,0,345,135
"LOC551033",3,4,0,1,9760,3104
