gene,isoform,Trepl,Tsil
LOC413130,rna4917,2642.0000,1126.0000
LOC410747,rna1010,1403.6667,531.3333
LOC552529,rna16165,297.3333,119.6667
LOC726551,rna9181,1982.0000,613.0000
Calpb,rna4001,1613.0000,550.0000
LOC725909,rna27760,1084.6667,292.3333
LOC410669,rna3099,1606.0000,611.0000
LOC725855,rna21693,264.6667,110.3333
LOC411270,rna15139,3622.0000,1385.0000
LOC100579018,rna814,258.0000,84.0000
LOC551913,rna22129,652.0000,218.0000
LOC100576467,rna5730,350.6667,108.3333
LOC725240,rna17701,217.3333,64.6667
LOC100579034,rna10471,1561.6667,499.3333
LOC727146,rna27143,1545.3333,554.6667
LOC725288,rna20609,1551.6667,542.3333
LOC100576872,rna7284,1072.0000,350.0000
LOC409032,rna28327,1431.6667,482.3333
LOC100576149,rna16641,542.6667,186.3333
LOC725079,rna3136,1962.0000,648.0000
LOC410994,rna8393,1007.3333,360.6667
LOC409311,rna3560,918.0000,279.0000
LOC410788,rna3207,2045.6667,738.3333
LOC551724,rna28195,604.0000,212.0000
LOC726619,rna16475,386.6667,144.3333
LOC727465,rna28946,271.6667,112.3333
LOC724742,rna9016,784.3333,262.6667
LOC725850,rna28141,229.6667,73.3333
LOC100578238,rna21450,1540.3333,646.6667
LOC725409,rna28239,663.0000,219.0000
LOC410626,rna25186,1392.3333,578.6667
LOC552256,rna22576,593.3333,204.6667
Pla2,rna22408,371.0000,133.0000
LOC411116,rna9769,1663.6667,727.3333
LOC552738,rna20223,1251.0000,444.0000
LOC107964259,rna8118,498.6667,164.3333
LOC411807,rna27793,1104.3333,455.6667
LOC408464,rna23963,1036.6667,343.3333
LOC551079,rna26705,369.6667,134.3333
LOC551460,rna12475,3329.3333,1377.6667
LOC726235,rna321,843.0000,297.0000
LOC100577608,rna29209,377.0000,121.0000
LOC100579008,rna13451,447.3333,152.6667
LOC411731,rna14637,1937.6667,720.3333
LOC408264,rna17097,1974.3333,806.6667
LOC412523,rna673,629.3333,210.6667
LOC100577039,rna751,652.0000,254.0000
LOC409789,rna8431,1002.3333,371.6667
LOC410565,rna24284,1706.3333,627.6667
LOC726294,rna20808,315.3333,131.6667
LOC413576,rna2960,1014.3333,413.6667
LOC552723,rna19931,1390.3333,508.6667
LOC726219,rna17589,1851.6667,449.3333
LOC409388,rna27896,495.6667,176.3333
LOC100577982,rna13936,575.3333,192.6667
LOC724201,rna20842,1810.3333,586.6667
LOC727229,rna3177,1819.3333,769.6667
LOC410162,rna13431,752.0000,265.0000
LOC411576,rna26037,915.6667,332.3333
LOC409606,rna1256,1668.6667,656.3333
LOC100578464,rna7004,186.6667,68.3333
LOC724211,rna4851,930.3333,332.6667
LOC100577249,rna29186,652.6667,232.3333
LOC413205,rna10828,637.3333,217.6667
LOC102654173,rna11734,769.6667,307.3333
LOC550827,rna11275,1000.6667,352.3333
LOC726657,rna15198,351.3333,155.6667
LOC102656134,rna8993,1096.6667,409.3333
LOC408963,rna14586,2370.3333,1049.6667
LOC107964934,rna16674,390.3333,122.6667
LOC726031,rna16673,483.0000,162.0000
LOC724436,rna13453,402.6667,122.3333
LOC552523,rna10295,1012.0000,383.0000
LOC409341,rna14691,863.0000,295.0000
LOC100576990,rna3485,1376.3333,429.6667
LOC107965158,rna20122,264.3333,107.6667
LOC724533,rna14072,310.3333,118.6667
LOC410273,rna20832,2111.6667,753.3333
LOC408863,rna10382,392.6667,138.3333
LOC413699,rna12548,1623.3333,659.6667
LOC100576992,rna28832,241.0000,107.0000
LOC413842,rna21831,521.6667,204.3333
LOC725193,rna17700,1118.6667,441.3333
LOC726483,rna28211,2173.6667,721.3333
LOC725150,rna1535,2788.0000,1046.0000
LOC102656006,rna16472,196.3333,73.6667
LOC412887,rna12006,2697.6667,908.3333
LOC552503,rna15185,788.6667,252.3333
LOC107963961,rna2571,1519.0000,467.0000
LOC107965280,rna19501,387.3333,131.6667
LOC100576552,rna18810,1634.0000,655.0000
LOC107965910,rna28637,201.0000,87.0000
LOC100578248,rna8024,1369.3333,595.6667
LOC102655356,rna12103,1000.0000,410.0000
LOC409182,rna7425,1121.3333,414.6667
LOC413955,rna4249,4185.0000,1869.0000
LOC100578431,rna16582,668.3333,204.6667
LOC725134,rna15043,1167.6667,407.3333
LOC413749,rna17503,987.6667,368.3333
LOC107965534,rna23557,313.0000,140.0000
brp,rna16508,4152.3333,1574.6667
LOC100576099,rna17848,831.3333,266.6667
LOC410004,rna14885,282.6667,98.3333
LOC102654369,rna18848,1126.6667,508.3333
LOC725697,rna5232,1381.0000,602.0000
LOC726952,rna14367,1534.3333,532.6667
LOC550689,rna12136,661.0000,269.0000
ND5,gene14068,1238.0000,427.0000
LOC725524,rna11334,1845.0000,744.0000
LOC100576370,rna18801,1480.6667,571.3333
LOC724413,rna2743,373.6667,109.3333
LOC412727,rna7689,1926.3333,683.6667
LOC725671,rna16202,652.0000,248.0000
LOC411113,rna10035,2446.3333,925.6667
LOC102654165,rna22405,3125.6667,1392.3333
LOC412328,rna18159,287.6667,87.3333
LOC100578352,rna10846,1382.6667,453.3333
LOC726340,rna28336,860.0000,229.0000
LOC724792,rna5356,1703.6667,543.3333
LOC100217360,rna3753,804.0000,270.0000
LOC726163,rna12478,685.3333,259.6667
LOC410998,rna8404,1536.3333,635.6667
LOC724747,rna12058,4587.3333,1649.6667
LOC552647,rna5986,2050.3333,718.6667
LOC102656514,rna27820,268.6667,79.3333
Or9,rna4598,873.6667,317.3333
LOC724138,rna17059,599.6667,246.3333
LOC413462,rna15196,2514.0000,960.0000
LOC100578472,rna317,387.0000,132.0000
LOC410286,rna20768,1374.6667,458.3333
LOC551727,rna7357,305.3333,120.6667
LOC100576522,rna10505,556.3333,214.6667
LOC725019,rna13048,681.6667,353.3333
LOC102656738,rna10866,586.3333,241.6667
LOC551395,rna4684,868.0000,320.0000
LOC413086,rna20935,2296.6667,853.3333
LOC100578704,rna13252,1000.3333,337.6667
LOC411266,rna14649,1202.0000,466.0000
LOC727320,rna24291,1138.3333,385.6667
nAChRa9,rna16944,948.6667,347.3333
LOC410427,rna22489,1273.0000,491.0000
LOC411171,rna11613,853.6667,283.3333
LOC102654781,rna2082,501.3333,146.6667
LOC100577566,rna27578,270.6667,86.3333
LOC100577819,rna11000,404.3333,147.6667
LOC551562,rna25333,9931.6667,3739.3333
LOC100577976,rna8205,269.6667,84.3333
LOC411361,rna21764,1302.6667,515.3333
LOC551093,rna16877,1339.3333,511.6667
LOC725891,rna4234,2096.3333,879.6667
LOC100577428,rna22395,511.3333,196.6667
LOC409119,rna17932,940.6667,367.3333
LOC413925,rna18038,3879.6667,1457.3333
LOC409771,rna14608,1055.6667,507.3333
Cbs,rna7951,1010.0000,334.0000
LOC410030,rna9482,691.0000,245.0000
LOC409321,rna25485,1322.6667,540.3333
LOC100578368,rna8312,1845.0000,735.0000
LOC551407,rna28682,1530.3333,596.6667
LOC107965561,rna25839,331.3333,133.6667
LOC102654994,rna10555,2703.3333,860.6667
LOC552410,rna25745,201.3333,68.6667
LOC102654474,rna29041,943.0000,362.0000
LOC102653716,rna21607,875.3333,297.6667
LOC724786,rna15658,323.3333,84.6667
LOC102656652,rna8655,318.6667,113.3333
LOC100577279,rna23763,742.3333,265.6667
LOC102656428,rna23151,544.6667,193.3333
LOC552407,rna27775,935.3333,378.6667
LOC408842,rna10065,1972.0000,728.0000
LOC410120,rna24220,302.3333,108.6667
LOC412008,rna3875,904.3333,367.6667
LOC410752,rna556,1412.6667,504.3333
LOC409514,rna26531,631.3333,235.6667
LOC551817,rna12178,349.6667,139.3333
LOC107965359,rna22148,792.3333,269.6667
LOC412355,rna28190,3158.3333,972.6667
LOC411230,rna12825,1012.0000,326.0000
LOC409891,rna26692,2603.3333,930.6667
LOC107965526,rna23860,214.0000,77.0000
LOC551214,rna26735,1355.6667,465.3333
LOC100577106,rna5056,1338.3333,521.6667
LOC552426,rna3302,539.6667,192.3333
LOC551779,rna13064,270.6667,116.3333
LOC100577122,rna25143,635.3333,219.6667
LOC100578628,rna21812,690.6667,191.3333
LOC551135,rna15071,1171.3333,430.6667
LOC100576439,rna28287,1618.3333,484.6667
Jtb,rna5278,329.3333,123.6667
LOC100576351,rna28800,256.3333,103.6667
LOC107965687,rna26637,211.6667,61.3333
LOC726857,rna5919,645.3333,191.6667
LOC552414,rna16048,3635.6667,1380.3333
LOC102654312,rna7484,768.0000,255.0000
LOC100578883,rna3353,3076.3333,1072.6667
LOC410254,rna20256,945.3333,350.6667
LOC410174,rna23236,3091.6667,1192.3333
LOC102656846,rna11625,1031.3333,360.6667
LOC724114,rna28384,292.0000,149.0000
LOC410600,rna25566,3485.0000,1438.0000
LOC552293,rna8722,1017.0000,327.0000
LOC552619,rna20257,1600.6667,655.3333
LOC408860,rna10309,567.3333,206.6667
LOC411652,rna15228,1433.3333,507.6667
LOC408616,rna579,1012.0000,371.0000
LOC410777,rna3615,4660.3333,1726.6667
LOC102654592,rna12653,1148.6667,369.3333
LOC413467,rna1265,869.3333,321.6667
LOC411330,rna16485,661.6667,262.3333
LOC725931,rna6008,824.6667,258.3333
LOC107964258,rna7798,805.3333,244.6667
LOC102654705,rna28862,366.3333,128.6667
LOC725970,rna16963,4366.6667,1732.3333
LOC551498,rna17845,4322.0000,1762.0000
LOC727574,rna27478,2127.6667,770.3333
LOC413275,rna14161,652.0000,215.0000
LOC413113,rna8018,1134.0000,480.0000
LOC724629,rna8902,138.0000,60.0000
LOC107965954,rna28834,380.6667,159.3333
LOC107965518,rna23510,314.0000,121.0000
LOC413305,rna24209,1040.3333,345.6667
LOC102654899,rna21514,1060.6667,424.3333
LOC100577875,rna12953,432.0000,135.0000
LOC409001,rna16613,2449.0000,956.0000
LOC413076,rna11521,1181.0000,466.0000
LOC727607,rna28639,452.3333,183.6667
LOC552089,rna27112,700.6667,256.3333
LOC408688,rna4740,4029.6667,1625.3333
LOC102655030,rna19405,148.0000,59.0000
LOC550667,rna7025,1431.3333,554.6667
LOC107964515,rna9171,242.3333,81.6667
LOC409648,rna17978,452.3333,153.6667
LOC413267,rna22342,1879.0000,665.0000
LOC100577896,rna9364,542.0000,190.0000
LOC552551,rna5923,242.6667,81.3333
LOC102655625,rna28401,583.0000,236.0000
LOC100578207,rna12915,875.0000,274.0000
LOC102656577,rna28230,117.3333,32.6667
LOC724511,rna8209,1259.6667,426.3333
LOC100576966,rna10732,1107.6667,368.3333
LOC409826,rna22543,2763.3333,1082.6667
LOC725609,rna2876,202.6667,52.3333
LOC102656754,rna29013,515.3333,156.6667
LOC727393,rna27620,146.0000,52.0000
LOC412163,rna25229,697.0000,239.0000
LOC100578999,rna8528,710.3333,225.6667
LOC102655618,rna357,1362.6667,419.3333
LOC100577140,rna1687,1087.0000,401.0000
LOC408508,rna25902,1303.6667,502.3333
LOC726905,rna25538,2899.0000,989.0000
LOC413912,rna15106,2111.6667,831.3333
LOC413474,rna12223,2063.6667,867.3333
LOC724969,rna6653,1135.0000,422.0000
LOC100578292,rna28755,407.6667,144.3333
LOC725264,rna15916,606.0000,246.0000
LOC102654503,rna22640,271.0000,101.0000
PIH1D1,rna8329,698.0000,220.0000
LOC100578421,rna10995,1221.3333,440.6667
LOC552589,rna11763,2592.6667,1046.3333
LOC410803,rna5557,1257.6667,485.3333
LOC725504,rna25148,1302.3333,539.6667
LOC551919,rna9853,1157.6667,429.3333
LOC726128,rna5499,2084.3333,780.6667
LOC413976,rna14893,523.6667,193.3333
LOC410515,rna23925,3394.3333,1429.6667
LOC411420,rna6146,1082.0000,421.0000
LOC725925,rna22484,1340.0000,475.0000
LOC551361,rna17837,4970.0000,1849.0000
LOC551371,rna12140,1219.6667,448.3333
LOC550926,rna28111,602.3333,186.6667
LOC413625,rna15016,1698.0000,666.0000
LOC100577852,rna21591,858.0000,315.0000
LOC410022,rna2240,1052.6667,381.3333
LOC107965771,rna27443,249.0000,93.0000
LOC408501,rna24235,1935.6667,746.3333
LOC411186,rna12608,1005.0000,378.0000
LOC413502,rna2845,902.6667,336.3333
LOC724552,rna26080,631.0000,200.0000
LOC552039,rna1755,859.6667,268.3333
LOC726438,rna5037,2043.3333,773.6667
LOC102655466,rna8308,267.6667,95.3333
LOC102656335,rna9495,217.3333,97.6667
LOC102656656,rna17215,1661.0000,670.0000
LOC552291,rna15771,1600.3333,559.6667
LOC102653994,rna20360,439.3333,133.6667
LOC727212,rna28661,570.0000,198.0000
LOC410072,rna7106,679.6667,256.3333
LOC411506,rna17844,974.0000,319.0000
LOC409908,rna10741,1076.0000,406.0000
LOC409735,rna20971,1349.6667,510.3333
LOC102653859,rna28656,476.6667,171.3333
LOC552037,rna5372,984.6667,362.3333
LOC725190,rna1858,1209.6667,488.3333
LOC410410,rna22257,1374.6667,482.3333
LOC100576165,rna9607,362.6667,123.3333
LOC102654246,rna16671,348.3333,101.6667
LOC102654186,rna9911,1019.6667,441.3333
LOC413794,rna24184,518.3333,186.6667
LOC413129,rna9125,1268.0000,481.0000
LOC727399,rna375,1377.6667,626.3333
LOC100577846,rna11843,1167.3333,317.6667
LOC100576212,rna21206,915.0000,318.0000
LOC102654060,rna15749,263.3333,105.6667
LOC102656480,rna29190,700.0000,215.0000
LOC102654620,rna5639,1240.0000,431.0000
LOC726435,rna24758,1404.0000,486.0000
Mrjp2,rna19189,1020.6667,338.3333
LOC725149,rna1085,1908.6667,626.3333
LOC550804,rna5455,1362.3333,521.6667
LOC413398,rna21323,488.0000,145.0000
LOC409673,rna17914,5108.3333,1677.6667
LOC413763,rna10234,1001.0000,361.0000
LOC725280,rna2456,469.3333,169.6667
LOC724992,rna292,523.6667,160.3333
LOC413215,rna15569,956.0000,361.0000
LOC411273,rna15051,1412.6667,507.3333
LOC411657,rna9969,1251.3333,437.6667
LOC107965984,rna28952,477.3333,197.6667
LOC725607,rna1055,200.0000,79.0000
LOC409164,rna5329,794.0000,295.0000
LOC727263,rna1362,762.0000,240.0000
LOC107963982,rna1285,1174.0000,518.0000
LOC410305,rna19578,368.6667,126.3333
LOC410417,rna22386,3227.6667,1119.3333
LOC102654513,rna28859,716.6667,261.3333
LOC412528,rna565,1120.3333,433.6667
LOC552204,rna11819,1055.3333,339.6667
LOC102656357,rna4697,839.0000,304.0000
LOC409340,rna1336,803.3333,291.6667
LOC413994,rna15785,2586.3333,965.6667
LOC727620,rna29064,516.3333,176.6667
LOC724532,rna8294,341.6667,102.3333
LOC409513,rna24856,594.3333,233.6667
LOC412233,rna17755,1521.0000,558.0000
LOC410369,rna21428,3635.0000,1564.0000
LOC725311,rna8661,285.6667,98.3333
LOC726898,rna25846,673.3333,235.6667
LOC408939,rna12998,610.6667,205.3333
LOC410338,rna20021,737.6667,255.3333
LOC107965979,rna28934,392.0000,136.0000
LOC726457,rna25205,1618.6667,718.3333
LOC551944,rna24022,764.3333,297.6667
LOC102656168,rna28619,500.6667,183.3333
LOC100576131,rna1640,1615.3333,511.6667
LOC726099,rna6735,615.0000,225.0000
LOC102656615,rna24581,920.3333,291.6667
LOC408569,rna3046,867.3333,296.6667
LOC724169,rna9434,575.6667,237.3333
LOC100576985,rna20712,756.0000,303.0000
LOC410307,rna19601,2267.0000,1015.0000
COX2,gene14063,521.3333,156.6667
LOC552748,rna9172,917.3333,312.6667
LOC410990,rna8381,1336.3333,463.6667
LOC408980,rna16790,710.6667,222.3333
LOC409852,rna186,1623.6667,566.3333
LOC724205,rna22590,1651.6667,574.3333
LOC724659,rna13071,341.3333,108.6667
LOC102656343,rna28520,277.6667,124.3333
LOC408748,rna6381,380.6667,147.3333
LOC409536,rna12105,1899.0000,705.0000
LOC100576152,rna24468,482.6667,180.3333
LOC552569,rna23808,1558.3333,508.6667
LOC102656747,rna1162,241.6667,124.3333
LOC725560,rna475,605.0000,214.0000
LOC552318,rna26618,323.3333,120.6667
LOC724890,rna8837,1633.3333,550.6667
LOC410662,rna28836,985.0000,392.0000
LOC410972,rna5869,1341.0000,525.0000
LOC100577758,rna17682,1255.3333,460.6667
LOC408583,rna2624,1055.3333,396.6667
LOC413732,rna21675,2563.3333,829.6667
LOC724473,rna8555,971.3333,351.6667
LOC411888,rna19010,1664.3333,681.6667
LOC551990,rna24024,781.3333,286.6667
LOC409443,rna5960,811.0000,272.0000
LOC412824,rna4032,648.3333,269.6667
LOC100578853,rna23053,646.0000,194.0000
LOC724540,rna2645,765.0000,264.0000
LOC102656588,rna29007,635.0000,259.0000
LOC100578089,rna18927,1671.6667,461.3333
LOC100576629,rna20487,358.6667,151.3333
LOC551922,rna16583,347.6667,111.3333
LOC551773,rna4132,1168.0000,443.0000
LOC102656412,rna5427,309.3333,125.6667
LOC411653,rna27504,5517.6667,2132.3333
LOC100577015,rna9691,615.6667,335.3333
LOC412408,rna9190,2209.6667,703.3333
LOC412984,rna12055,1239.0000,417.0000
LOC409278,rna28779,596.3333,216.6667
LOC412778,rna2943,5119.0000,1931.0000
LOC100577255,rna4376,487.6667,181.3333
LOC725327,rna8031,838.0000,365.0000
LOC409290,rna487,327.6667,122.3333
LOC550875,rna13649,325.3333,118.6667
LOC408992,rna16959,2752.6667,970.3333
LOC409594,rna10342,1888.6667,649.3333
LOC412932,rna11063,1007.3333,387.6667
LOC409261,rna2308,1361.6667,489.3333
LOC410501,rna23871,3730.6667,1366.3333
LOC725883,rna26762,158.6667,54.3333
LOC409170,rna18710,1536.0000,552.0000
Rpl39,rna26871,114.0000,42.0000
LOC411249,rna14520,1892.6667,600.3333
LOC724290,rna20835,2611.3333,784.6667
LOC412799,rna13193,1308.3333,419.6667
LOC725838,rna15418,1209.6667,476.3333
LOC107964107,rna4448,220.0000,101.0000
LOC413649,rna2343,468.6667,143.3333
LOC726965,rna25900,981.3333,386.6667
LOC551546,rna1360,402.3333,155.6667
LOC727157,rna15760,282.3333,107.6667
LOC727022,rna28288,1260.6667,332.3333
LOC413705,rna9188,963.6667,344.3333
LOC409548,rna17818,1062.0000,360.0000
LOC107965215,rna18822,582.0000,207.0000
LOC409877,rna20528,529.6667,175.3333
LOC102655850,rna28507,606.0000,207.0000
LOC408749,rna6463,2301.0000,906.0000
LOC411662,rna23666,823.0000,290.0000
LOC107963975,rna2078,509.6667,159.3333
LOC724861,rna12297,953.3333,372.6667
LOC410037,rna15073,1064.3333,324.6667
LOC409790,rna16935,502.6667,133.3333
PDHB,rna5537,765.3333,293.6667
LOC410334,rna19999,1485.3333,554.6667
LOC550958,rna23400,637.6667,208.3333
LOC100576093,rna7437,556.3333,187.6667
LOC552021,rna6871,1644.0000,612.0000
LOC408342,rna19293,4549.0000,2006.0000
LOC100577313,rna2178,301.6667,118.3333
LOC726192,rna11266,521.6667,165.3333
LOC100576722,rna22186,1929.0000,606.0000
LOC408888,rna11507,1307.6667,600.3333
LOC100577004,rna18102,1828.3333,688.6667
LOC412348,rna20199,526.0000,203.0000
LOC726283,rna7327,211.6667,58.3333
LOC408574,rna2933,1805.0000,697.0000
Tbh,rna6599,1374.6667,467.3333
LOC726303,rna4109,602.6667,207.3333
LOC101664702,rna3199,987.3333,371.6667
LOC102654046,rna28556,218.3333,66.6667
LOC726371,rna22535,504.0000,180.0000
LOC409438,rna148,914.6667,345.3333
LOC551516,rna17760,482.3333,183.6667
LOC727572,rna29092,368.3333,168.6667
LOC409714,rna23148,3008.0000,1276.0000
LOC413825,rna9744,1451.6667,573.3333
LOC413147,rna3913,1491.6667,563.3333
LOC413721,rna12526,2794.6667,1039.3333
LOC100577188,rna28842,286.6667,130.3333
LOC726318,rna9556,720.0000,288.0000
LOC411723,rna2884,1796.3333,672.6667
LOC102655386,rna28972,739.6667,250.3333
LOC107965670,rna26997,392.6667,144.3333
LOC551053,rna22168,1031.6667,408.3333
LOC725226,rna28586,388.0000,161.0000
LOC410175,rna18731,996.3333,449.6667
LOC412888,rna11991,2645.3333,969.6667
LOC725267,rna28248,552.3333,155.6667
LOC727505,rna17448,432.6667,140.3333
LOC409704,rna2518,1337.6667,498.3333
LOC726043,rna6897,511.6667,205.3333
LOC552169,rna18393,1882.6667,619.3333
LOC725060,rna6656,435.6667,143.3333
LOC551954,rna15597,493.3333,187.6667
LOC726806,rna8929,1040.0000,331.0000
LOC100576425,rna3533,1525.3333,499.6667
LOC100578184,rna1731,364.3333,133.6667
LOC727358,rna27815,968.3333,360.6667
LOC412506,rna27153,1812.6667,704.3333
LOC552483,rna4155,700.3333,289.6667
LOC409131,rna5970,1467.3333,617.6667
LOC100576619,rna21760,611.3333,249.6667
LOC411715,rna28037,1473.3333,521.6667
LOC107964998,rna16304,1272.0000,384.0000
LOC550854,rna21250,380.6667,126.3333
LOC552726,rna23246,404.0000,142.0000
LOC411185,rna12606,2156.6667,711.3333
LOC411629,rna14451,1143.3333,461.6667
LOC408590,rna1707,540.3333,173.6667
LOC550915,rna24643,725.6667,255.3333
LOC102655688,rna20425,1070.0000,328.0000
LOC102653727,rna14017,449.6667,174.3333
LOC102654282,rna18845,398.6667,141.3333
LOC408632,rna3614,491.6667,189.3333
LOC727410,rna29045,295.0000,134.0000
LOC410819,rna5136,1757.0000,715.0000
CPF1,rna25785,278.3333,126.6667
LOC100578429,rna3935,3169.0000,986.0000
LOC107965841,rna28353,214.0000,56.0000
LOC411306,rna16969,1177.0000,449.0000
LOC408878,rna11744,3015.0000,990.0000
LOC726176,rna7655,216.6667,77.3333
LOC107964838,rna15020,747.3333,251.6667
LOC408695,rna4466,732.3333,272.6667
LOC412468,rna10548,2597.0000,961.0000
LOC725436,rna12112,7364.6667,2550.3333
LOC413481,rna23309,2157.6667,749.3333
LOC550695,rna3736,1666.0000,548.0000
LOC411140,rna12479,1143.0000,441.0000
LOC413153,rna12853,1800.0000,771.0000
LOC100577841,rna25845,390.6667,125.3333
LOC724422,rna26311,1130.6667,408.3333
LOC552141,rna2780,733.6667,256.3333
LOC100576740,rna25163,1265.6667,528.3333
LOC726427,rna17438,492.6667,140.3333
LOC102655783,rna25308,623.0000,157.0000
LOC411245,rna14482,4151.6667,1815.3333
LOC100578770,rna16836,2049.3333,815.6667
LOC409488,rna8367,528.6667,206.3333
LOC410259,rna20315,1515.0000,591.0000
LOC107965564,rna25318,221.3333,66.6667
LOC725401,rna6967,225.3333,86.6667
LOC725603,rna17587,824.0000,253.0000
LOC100577263,rna28844,439.6667,145.3333
LOC726058,rna27824,1652.0000,535.0000
LOC102654897,rna10939,613.6667,148.3333
LOC100578597,rna16715,4532.6667,1524.3333
LOC726319,rna28949,540.0000,234.0000
LOC551528,rna21079,376.0000,125.0000
LOC100577997,rna12873,342.0000,150.0000
LOC725950,rna18149,3074.6667,1056.3333
LOC725800,rna11091,5987.0000,2005.0000
LOC409766,rna20857,891.3333,284.6667
LOC102653780,rna26889,1704.3333,572.6667
LOC100576261,rna15837,1167.3333,368.6667
Or58,rna28580,757.3333,268.6667
LOC551270,rna17437,1303.6667,487.3333
LOC724787,rna15815,1989.3333,734.6667
LOC727396,rna1614,2032.3333,676.6667
LOC724711,rna28406,188.3333,57.6667
LOC552185,rna3515,2638.3333,874.6667
LOC550645,rna995,1745.6667,738.3333
LOC552734,rna17903,1316.6667,477.3333
LOC102656082,rna12461,3142.6667,1279.3333
LOC409306,rna7364,839.0000,286.0000
LOC100576432,rna25744,1708.6667,628.3333
LOC551728,rna1279,1296.6667,488.3333
LOC726136,rna14790,644.6667,243.3333
LOC100577667,rna16502,358.6667,139.3333
LOC725646,rna8233,670.6667,259.3333
LOC551259,rna13133,44152.6667,14947.3333
LOC726405,rna2122,1449.3333,578.6667
Per,rna22012,2417.6667,954.3333
LOC100578892,rna15508,524.3333,162.6667
LOC413255,rna3567,670.3333,205.6667
LOC727455,rna18602,313.6667,112.3333
LOC408277,rna18544,1355.6667,540.3333
LOC552755,rna22017,732.3333,236.6667
