OGG gene_Mphar gene_Amel
EOG88KV6C LOC105830345 LOC725854
EOG8RNF41 LOC105833494 LOC412034
EOG8RNF41 LOC105837810 LOC412034
EOG82Z7KQ LOC105830531 LOC100576387
EOG8VT8RV LOC105830748 LOC551143
EOG82FWBS LOC105835591 LOC725613
EOG8XPT96 LOC105836114 LOC725579
EOG87M4SK LOC105830729 LOC413792
EOG87M4SK LOC105833275 LOC413792
EOG85MR1P LOC105832138 LOC411366
EOG81K270 LOC105831516 LOC726977
EOG8SFD1W LOC105831515 LOC551372
EOG8SXR6S LOC105831514 LOC727298
EOG8WHCFH LOC105828275 LOC409315
EOG86X24S LOC105837668 LOC725538
EOG8KM1ZG LOC105837669 LOC552097
EOG8B2WS4 LOC105834993 LOC408284
EOG8B2WS4 LOC105839111 LOC408284
EOG8MD0V0 LOC105834989 LOC725422
EOG8BZQX3 LOC105834991 LOC725389
EOG8X6G4B LOC105829439 LOC725350
EOG8TXFMB LOC105840027 LOC408285
EOG854CTJ LOC105840028 LOC102656107
EOG808R38 LOC105833342 LOC412198
EOG89CT3F LOC105834075 LOC552253
EOG8B5S0F LOC105831484 LOC725048
EOG851HM2 LOC105833658 LOC724996
EOG8F4W68 LOC105828693 LOC410200
EOG8N5ZR9 LOC105829445 LOC100577102
EOG85TGH6 LOC105831016 LOC100577069
EOG8DFSGV LOC105831018 LOC414048
EOG81RSP5 LOC105831017 LOC410171
EOG86MFD0 LOC105831019 LOC408282
EOG8V463K LOC105831020 LOC410195
EOG8TB765 LOC105831021 LOC100576915
EOG8FR3MJ LOC105831022 LOC107965021
EOG8PG8VQ LOC105831023 LOC408283
EOG857824 LOC105837924 Cry2
EOG89KJJX LOC105836266 LOC410198
EOG8FXV31 LOC105838114 LOC410170
EOG8B01HP LOC105838113 LOC552618
EOG86HK51 LOC105838111 LOC408286
EOG82Z7JZ LOC105838115 LOC408288
EOG886C6S LOC105829285 LOC552658
EOG8B2WS9 LOC105829286 LOC552663
EOG8JHG93 LOC105837679 LOC100577672
EOG8M0HX6 LOC105837683 LOC552682
EOG8M94M9 LOC105837678 LOC102656356
EOG86436K LOC105837680 LOC410202
EOG8J6VKM LOC105837682 LOC410203
EOG812Q0V LOC105837495 LOC726488
EOG8258NC LOC105830368 LOC551497
EOG883H0G LOC105831690 LOC100577423
EOG8P8JCX LOC105831691 LOC409499
EOG818FHF LOC105831693 LOC551588
EOG8QZBFV LOC105830346 LOC726389
EOG86HK57 LOC105830352 LOC100577308
EOG8PP1BJ LOC105830353 LOC100576572
EOG8M0HWQ LOC105830354 LOC100576531
EOG8936C3 LOC105828319 LOC726272
EOG84BDX5 LOC105828320 LOC408291
EOG8KD9G0 LOC105836824 LOC100576462
EOG8ZPHPJ LOC105836825 LOC410207
EOG8SJ88K LOC105836826 LOC410206
EOG81NXFM LOC105829443 LOC410205
EOG876NTN LOC105833824 LOC726121
EOG8RFPMX LOC105833822 LOC410204
EOG805VVQ LOC105833826 LOC551967
EOG8J9QTZ LOC105833850 LOC550651
EOG8WT05P LOC105833831 LOC552042
EOG8JMBJG LOC105833828 LOC411786
EOG8WQ3Z2 LOC105833839 LOC411785
EOG83XXZN LOC105838057 LOC409201
EOG83FKR8 LOC105838099 LOC552169
EOG8DZ4QW LOC105840183 LOC107965085
EOG870XCQ LOC105840182 LOC409552
EOG8FXV3G LOC105835295 LOC552189
EOG8KSSDD LOC105835290 LOC410208
EOG8FTZVD LOC105840745 LOC408292
EOG8Q87S1 LOC105834580 Hb
EOG8VHP1S LOC105835288 LOC100576217
EOG8V9XK1 LOC105835297 LOC552276
EOG8B5S0K LOC105835292 LOC408293
EOG8K9F74 LOC105838708 LOC408294
EOG8Q87RS LOC105838706 LOC408295
EOG89KJJT LOC105837648 LOC410211
EOG8RNF47 LOC105837648 LOC410211
EOG8C8BNX LOC105829501 LOC552353
EOG8SR0RG LOC105829499 LOC725155
EOG8G4KKK LOC105830725 LOC725082
EOG8B2WSF LOC105830720 LOC102656337
EOG8N33HQ LOC105830597 LOC408297
EOG8N33HQ LOC105830721 LOC408297
EOG8KH5PS LOC105831034 LOC724908
EOG87Q11V LOC105831035 LOC410216
EOG8STW0N LOC105831024 LOC552458
EOG88KV5G LOC105831636 LOC410217
EOG8NZXP7 LOC105831251 LOC410219
EOG8JHG96 LOC105838779 LOC552522
EOG8JHG96 LOC105838779 LOC724525
EOG8VDSTP LOC105838868 LOC409361
EOG8BS0FG LOC105838862 LOC409362
EOG86437H LOC105839993 LOC100576945
EOG82JRMP LOC105839025 LOC552556
EOG88GZZ4 LOC105831621 LOC724321
EOG8R7Z5K LOC105834820 LOC552688
EOG84J5DC LOC105833551 LOC414027
EOG8J6VK3 LOC105833549 LOC724417
EOG86DPX1 LOC105835524 LOC107965022
EOG8JT31P LOC105835655 LOC726364
EOG81G5ZR LOC105835653 LOC411972
EOG8FXV2T LOC105831394 LOC409743
EOG8FXV2T LOC105838186 LOC409743
EOG83NB78 LOC105838178 LOC551275
EOG81K26H LOC105838797 LOC409702
EOG8C2M5H LOC105831474 LOC727642
EOG8P8JDF LOC105828967 LOC100578854
EOG8WT057 LOC105831472 LOC412976
EOG89CT3B LOC105828522 LOC412975
EOG8ZSCZ1 LOC105835719 LOC100578048
EOG8G4KK2 LOC105837705 LOC727648
EOG8PZN20 LOC105833748 LOC727652
EOG8PZN20 LOC105833748 LOC100577768
EOG8PZN20 LOC105833748 LOC107965955
EOG89CT2X LOC105833751 LOC409177
EOG8XH2TP LOC105833754 LOC551579
EOG84TS3H LOC105836559 LOC408278
EOG879J2H LOC105836553 LOC100577165
EOG8258N9 LOC105830702 LOC408277
EOG88D3PZ LOC105838683 LOC410189
EOG87DD9T LOC105838680 LOC413441
EOG8Q2H93 LOC105838679 LOC408276
EOG8VT8SB LOC105838678 LOC410188
EOG8STW03 LOC105838675 LOC410187
EOG8TXFM9 LOC105838674 LOC100577127
EOG8T7BXZ LOC105838677 LOC408275
EOG88KV5P LOC105838673 LOC724334
EOG8QG08B LOC105835547 LOC725877
EOG8ZKNFX LOC105835546 LOC724408
EOG8WHCFB LOC105835438 LOC724453
EOG8MSGSR LOC105836879 LOC410184
EOG8258PC LOC105836878 LOC100576130
EOG8PVRTP LOC105830527 LOC551981
EOG87H8KF LOC105838420 LOC727455
EOG8HB1DR LOC105838418 LOC410183
EOG818FHJ LOC105834552 LOC724458
EOG8X3KWC LOC105834540 LOC100578780
EOG8KD9FS LOC105834546 LOC408272
EOG8TF3F1 LOC105840867 LOC100578719
EOG8MSGSD LOC105836957 LOC410178
EOG8HDWNZ LOC105836956 LOC408271
EOG8DJNRX LOC105838390 LOC551820
EOG82JRMT LOC105838391 LOC107963965
EOG87H8J9 LOC105830749 LOC100578404
EOG8WQ3X2 LOC105830747 LOC409460
EOG8STW0H LOC105838530 LOC551682
EOG8B5S0V LOC105838562 LOC413758
EOG8JHG9F LOC105829091 LOC411707
EOG8Z0F13 LOC105831809 LOC409170
EOG8RJJWB LOC105835348 LOC726237
EOG8RJJWJ LOC105831614 LOC551495
EOG8FXV38 LOC105840376 LOC725286
EOG89KJKJ LOC105840375 LOC551421
EOG8NS66S LOC105839251 LOC100577870
EOG8CC6W0 LOC105832000 LOC410175
EOG866ZFT LOC105829990 LOC727078
EOG8T1MGM LOC105832456 LOC725461
EOG87SW8G LOC105830596 LOC725539
EOG8B01JG LOC105830595 LOC409486
EOG8QNQQH LOC105832374 LOC551243
EOG89PDTR LOC105832377 LOC410177
EOG86HK5Q LOC105832377 LOC102655141
EOG82VC9K LOC105832503 LOC408267
EOG8GMXRX LOC105828560 LOC409921
EOG8MWC1W LOC105838089 LOC414025
EOG82RH2R LOC105839889 LOC100577504
EOG870XC7 LOC105839891 LOC410288
EOG8616ZQ LOC105839890 LOC726780
EOG8N078J LOC105833553 LOC408336
EOG83NB76 LOC105833552 LOC410289
EOG8XSPK3 LOC105837286 LOC410293
EOG8KSSDJ LOC105834509 LOC410291
EOG8QZBFC LOC105840214 LOC410290
EOG81RSQ0 LOC105833606 LOC100577651
EOG8WT051 LOC105833618 LOC726895
EOG8J143T LOC105833619 LOC100576552
EOG80GGKC LOC105833620 LOC412236
EOG83R6H8 LOC105833622 LOC726923
EOG86X249 LOC105837065 LOC409363
EOG8M68BT LOC105837072 LOC409474
EOG8C2M5N LOC105837071 LOC726955
EOG86HK5V LOC105837069 LOC413309
EOG8MD0VK LOC105834641 LOC409863
EOG8RV5M2 LOC105834642 LOC551838
EOG8CVK25 LOC105832633 LOC413310
EOG8CVK25 LOC105837906 LOC413310
EOG8JT30Q LOC105833279 LOC411939
EOG8NW2F2 LOC105830732 LOC102654369
EOG8K9F6Q LOC105830733 LOC409280
EOG8Z3986 LOC105830957 LOC100577250
EOG8XH2V0 LOC105830958 LOC550701
EOG8C8BNG LOC105835172 LOC551229
EOG8KD9G6 LOC105836818 LOC727282
EOG83NB7K LOC105832541 LOC107965266
EOG82NMVD LOC105829012 LOC551532
EOG85XBR8 LOC105829011 LOC100577060
EOG8GQT0V LOC105831173 LOC550656
EOG8D29KQ LOC105831174 LOC724768
EOG8DFSGT LOC105831169 LOC724799
EOG8VDSTB LOC105831172 LOC100577378
EOG898XVD LOC105831170 LOC413934
EOG8H48ZD LOC105831175 LOC724952
EOG8T7BXW LOC105831224 LOC410375
EOG8Z91RB LOC105829549 LOC725083
EOG8Z91RB LOC105829549 LOC408382
EOG8WQ3X6 LOC105830817 LOC409061
EOG87SW8S LOC105833129 LOC727189
EOG80KBV3 LOC105839526 LOC725727
EOG8XD6M8 LOC105829444 LOC100578089
EOG8KPX5D LOC105829441 LOC725614
EOG81VNZ1 LOC105838412 LOC725565
EOG8THZPT LOC105838421 LOC725580
EOG8GJ2HF LOC105829397 LOC552468
EOG8258NG LOC105829395 LOC413545
EOG86DPXF LOC105829398 LOC727447
EOG8BK7Z7 LOC105839437 LOC411888
EOG8BZQX7 LOC105839436 LOC411889
EOG8PK53W LOC105834339 LOC100576157
EOG8T7BZ2 LOC105834339 LOC725194
EOG8XD6MD LOC105833142 LOC725243
EOG8ZCX0C LOC105828647 LOC413053
EOG83V2PR LOC105828648 LOC413054
EOG8FXV3W LOC105829563 LOC410376
EOG8HMN5N LOC105830803 LOC725390
EOG86X23M LOC105830793 LOC408337
EOG8MGW3K LOC105830997 LOC410294
EOG8FTZVT LOC105830998 LOC408339
EOG8ZKNG1 LOC105830995 LOC102654166
EOG8T4GQT LOC105832082 LOC100576289
EOG88PQDG LOC105832080 LOC725923
EOG8VDST2 LOC105833290 LOC410298
EOG8DBX8S LOC105831176 LOC410297
EOG88GZZ1 LOC105831187 LOC410296
EOG87WRHR LOC105837116 LOC410295
EOG89PDTV LOC105836386 LOC412840
EOG86DPXK LOC105829554 LOC413379
EOG8N8V0R LOC105829552 Y-e3
EOG8WDH6J LOC105840334 Y-h
EOG822DDW LOC105840994 LOC724335
EOG8JT30W LOC105835276 LOC412108
EOG8PK535 LOC105833256 LOC409348
EOG8H48ZN LOC105840825 LOC411943
EOG8FTZVH LOC105840822 LOC412375
EOG890B4S LOC105834298 LOC413680
EOG8DFSH8 LOC105832398 LOC551309
EOG8PG8VG LOC105828852 LOC724876
EOG8PG8VG LOC105829645 LOC724876
EOG8SFD20 LOC105828226 LOC100578697
EOG8PK540 LOC105833232 LOC409124
EOG8C2M5B LOC105833230 LOC551609
EOG8XWJS3 LOC105833234 LOC413543
EOG85MR1Q LOC105833233 LOC550973
EOG85MR1Q LOC105833233 LOC552638
EOG8PRWMB LOC105840982 LOC100577771
EOG8S4S9X LOC105833527 LOC409534
EOG8323SF LOC105838439 LOC551486
EOG81ZJ5C LOC105832048 LOC727495
EOG8W1187 LOC105840130 LOC725274
EOG8JQ6RX LOC105840124 LOC409323
EOG8N0795 LOC105834555 LOC725424
EOG8N8V01 LOC105831839 LOC410301
EOG8D55RX LOC105831838 LOC408342
EOG805VVD LOC105839464 LOC725581
EOG8Z0F29 LOC105840868 LOC725641
EOG8QG083 LOC105838386 LOC100578246
EOG84XNC5 LOC105831407 LOC409861
EOG8R26P5 LOC105837376 LOC551425
EOG8FJC50 LOC105838360 LOC551391
EOG83V2Q8 LOC105838359 LOC408343
EOG8QZBFG LOC105833134 LOC725924
EOG8962M6 LOC105833198 LOC409622
EOG822DD9 LOC105833774 LOC551883
EOG85F0J2 LOC105833776 LOC724397
EOG8T7BZ4 LOC105833777 LOC550987
EOG8MWC2M LOC105837754 LOC724287
EOG83BQJ1 LOC105830076 LOC552480
EOG8K9F79 LOC105830028 LOC413827
EOG8X3KVQ LOC105833740 LOC409470
EOG8DV8G1 LOC105833743 LOC727502
EOG8J6VK4 LOC105838871 LOC727236
EOG81VNXF LOC105833739 LOC409136
EOG87DD9D LOC105829404 LOC409332
EOG886C76 LOC105830150 LOC411796
EOG8TTKCW LOC105830149 LOC411795
EOG83JG0F LOC105831845 LOC551162
EOG85TGH8 LOC105831844 LOC551114
EOG83FKR4 LOC105833580 LOC410304
EOG8SXR7D LOC105829963 LOC100577455
EOG87H8K4 LOC105829964 LOC412247
EOG80VZJF LOC105834718 LOC412972
EOG8FJC53 LOC105834715 LOC725084
EOG8G4KKJ LOC105834714 LOC725050
EOG8D55SB LOC105834713 LOC412842
EOG8MKRBH LOC105832225 LOC724953
EOG84XNC0 LOC105831954 LOC552308
EOG8VHP20 LOC105839326 LOC410118
EOG8FXV2Z LOC105831953 LOC102654083
EOG808R3H LOC105829088 LOC552367
EOG8BVVP0 LOC105833665 LOC412422
EOG82FWC7 LOC105833666 LOC552313
EOG8JQ6RV LOC105831196 LOC412215
EOG8JQ6SV LOC105830941 LOC727037
EOG8QNQR2 LOC105830074 LOC107963968
EOG8QC412 LOC105830616 LOC552482
EOG8DV8GS LOC105830618 LOC102653702
EOG8G7FT9 LOC105836607 LOC551815
EOG883H0S LOC105836608 LOC107965225
EOG8M3D4Q LOC105828732 LOC409512
EOG88D3QV LOC105837590 LOC724896
EOG8C5GCZ LOC105833319 LOC411483
EOG8936CH LOC105831307 LOC413906
EOG8936CH LOC105837034 LOC413906
EOG8M0HXB LOC105834193 LOC100576225
EOG8W3WGQ LOC105834191 LOC107965219
EOG8TTKC6 LOC105834190 LOC412893
EOG8V9XKZ LOC105838869 LOC724336
EOG8ZPHQ6 LOC105838872 LOC550655
EOG8X9BCN LOC105833570 LOC408344
EOG8DV8FX LOC105836028 LOC412865
EOG8J40BH LOC105836031 LOC409647
EOG80ZTS0 LOC105836029 LOC412866
EOG854CV2 LOC105840773 LOC410305
EOG8H755Z LOC105838717 LOC408345
EOG8BK805 LOC105838718 LOC410306
EOG80P723 LOC105832753 LOC551736
EOG898XV5 LOC105837521 LOC410307
EOG8B01JQ LOC105837519 LOC408346
EOG8TB75Z LOC105839641 LOC724997
EOG883H0R LOC105839365 LOC410308
EOG8T4GPZ LOC105836823 LOC411364
EOG8CZF9T LOC105831304 LOC724322
EOG84XNBK LOC105830455 LOC724179
EOG8MGW2P LOC105830432 LOC412832
EOG88WFWM LOC105839692 LOC413833
EOG8GXJG2 LOC105838352 LOC552535
EOG8KPX56 LOC105829289 LOC413344
EOG8DNJ0C LOC105829290 LOC413343
EOG8HDWPD LOC105833176 LOC552588
EOG8HDWPD LOC105830124 LOC552588
EOG8DNJ04 LOC105839435 LOC413134
EOG82NMV7 LOC105833281 LOC413133
EOG8BZQWT LOC105833647 LOC724501
EOG8ZKNFS LOC105833280 LOC413816
EOG8HQHDS LOC105831447 RpL32
EOG8S1X2F LOC105838034 LOC409385
EOG8RNF3S LOC105835574 LOC411769
EOG86DPXH LOC105835583 LOC724770
EOG815K7V LOC105837986 LOC107963983
EOG8J40BJ LOC105835710 E75
EOG873SKT LOC105830083 LOC724955
EOG8M68CK LOC105840805 LOC551324
EOG87M4SS LOC105831957 LOC412591
EOG87M4SS LOC105832154 LOC412591
EOG83XXZ4 LOC105840629 LOC409171
EOG83XXZ4 LOC105841143 LOC409171
EOG83XXZ4 LOC105829708 LOC409171
EOG83XXZ4 LOC105832152 LOC409171
EOG812Q16 LOC105840599 LOC107965199
EOG812Q16 LOC105836493 LOC107965199
EOG812Q16 LOC105836492 LOC107965199
EOG8WWVD8 LOC105832153 LOC409203
EOG8HHRXW LOC105838278 tra2
EOG86T5W1 LOC105830717 LOC725287
EOG8Z0F1Q LOC105830718 LOC725183
EOG8JQ6S1 LOC105838497 LOC725323
EOG8Q5CHP LOC105838493 LOC411566
EOG8HHRWM LOC105838687 LOC552309
EOG8CNTK9 LOC105828242 LOC727405
EOG8VQDHJ LOC105828255 LOC727407
EOG81G60G LOC105829191 LOC409531
EOG8MGW35 LOC105828527 LOC552612
EOG8PRWKS LOC105840892 LOC552626
EOG8CNTM2 LOC105840904 LOC409518
EOG81NXFG LOC105830400 LOC406097
EOG84N1N5 LOC105835609 LOC727424
EOG8ZGS7F LOC105835621 LOC551667
EOG8JQ6SF LOC105835617 LOC551667
EOG82RH2N LOC105835607 LOC413109
EOG8K0THP LOC105829426 LOC102655564
EOG8HMN4V LOC105839294 LOC551113
EOG85B494 LOC105839277 LOC413108
EOG85B494 LOC105839277 LOC102653671
EOG8CNTKB LOC105829335 LOC725689
EOG8XKZ2S LOC105830859 LOC552833
EOG88D3PN LOC105830858 LOC413837
EOG8F4W5C LOC105830857 LOC725887
EOG8MWC27 LOC105830855 LOC552828
EOG898XVK LOC105830863 LOC412172
EOG8DV8G2 LOC105832879 LOC725951
EOG85QM89 LOC105833787 LOC107963960
EOG8H48Z5 LOC105839658 LOC413668
EOG8GTP7S LOC105839662 LOC413667
EOG8V19V7 LOC105839661 LOC413666
EOG8NS66T LOC105828443 LOC726150
EOG82VCBC LOC105834329 LOC726180
EOG8HMN54 LOC105838622 LOC726225
EOG8Z0F0V LOC105838625 LOC100577456
EOG8BS0F4 LOC105838621 LOC102653840
EOG8BCHGK LOC105838627 LOC410315
EOG83FKRK LOC105830301 LOC410316
EOG8FFGWH LOC105835685 LOC410317
EOG8PK53M LOC105839748 LOC726415
EOG81K271 LOC105839862 LOC409095
EOG8Q2H9H LOC105831664 LOC408349
EOG8G7FTR LOC105829933 LOC552791
EOG8N5ZR5 LOC105833947 LOC410319
EOG8RV5MB LOC105833945 LOC726407
EOG86Q9N4 LOC105833943 LOC410320
EOG8N5ZRC LOC105838224 LOC410322
EOG8WT04X LOC105836348 LOC408351
EOG8B5S18 LOC105838731 LOC726594
EOG84QWV4 LOC105828954 LOC410323
EOG8HDWPH LOC105835846 LOC408352
EOG8K3PQN LOC105837937 LOC410324
EOG8K3PQN LOC105838144 LOC410324
EOG8CZFB0 LOC105837945 LOC408353
EOG85XBQR LOC105834478 LOC552763
EOG8QNQRB LOC105834474 LOC100577644
EOG8DRD73 LOC105830291 LOC726695
EOG8M94MK LOC105830277 LOC552753
EOG883H0C LOC105840230 LOC412277
EOG87WRH5 LOC105840228 LOC412750
EOG870XC2 LOC105840229 LOC409396
EOG82VC9S LOC105828710 LOC552723
EOG8SFD1F LOC105837947 LOC410325
EOG81ZJ5X LOC105837948 LOC410326
EOG8DV8FT LOC105835957 LOC100577801
EOG88GZXR LOC105830705 LOC410328
EOG8V19V9 LOC105830703 LOC100577845
EOG8FFGWK LOC105830706 LOC410330
EOG8Z398X LOC105830707 LOC552651
EOG8CVK29 LOC105833236 LOC408354
EOG8CJZC5 LOC105833235 LOC408355
EOG873SKS LOC105840056 LOC410332
EOG8TQQ5C LOC105840058 LOC726896
EOG8WWVF0 LOC105840057 LOC726903
EOG8G4KKX LOC105840055 LOC726913
EOG8MWC1H LOC105832313 LOC552577
EOG87M4S6 LOC105831129 LOC408358
EOG822DD5 LOC105831145 LOC410334
EOG8MKRB6 LOC105835482 LOC726963
EOG8323SG LOC105835483 LOC410336
EOG8BS0F8 LOC105835357 LOC408359
EOG83BQHQ LOC105837672 LOC410338
EOG8VT8S8 LOC105828361 LOC552447
EOG8MSGT5 LOC105828199 LOC408361
EOG890B50 LOC105830746 LOC408362
EOG890B50 LOC105830746 LOC107964020
EOG80GGK6 LOC105830745 Ac3
EOG8VX51D LOC105838605 LOC408364
EOG8897G0 LOC105829207 LOC408365
EOG822DD7 LOC105836500 LOC551323
EOG81ZJ5N LOC105832944 LOC410340
EOG8WT056 LOC105832943 LOC408367
EOG8W117X LOC105832940 LOC410341
EOG8QNQQW LOC105832942 LOC724154
EOG8897FT LOC105829945 LOC410343
EOG8DNHZS LOC105829031 LOC410344
EOG8R7Z5W LOC105828419 LOC552145
EOG8JHG91 LOC105828418 LOC410345
EOG8JHG91 LOC105830169 LOC410345
EOG8H7563 LOC105830176 LOC408368
EOG8N5ZRZ LOC105830168 LOC107963971
EOG8FBMPJ LOC105830177 LOC724459
EOG83XXZQ LOC105830167 LOC410347
EOG8XKZ29 LOC105830170 LOC410348
EOG86Q9NV LOC105830175 LOC410349
EOG8HHRXD LOC105830172 LOC410350
EOG8QC41N LOC105830476 LOC408369
EOG83V2PV LOC105835536 LOC410351
EOG8XKZ26 LOC105834585 LOC410352
EOG82NMVB LOC105834588 LOC408309
EOG8SJ88N LOC105838570 LOC100578547
EOG8VHP26 LOC105838576 LOC100578716
EOG89S92Q LOC105838574 LOC551283
EOG8BZQZ1 LOC105838573 LOC724791
EOG8R52X4 LOC105834275 LOC551735
EOG8FFGXG LOC105834278 LOC551707
EOG8NW2DV LOC105827878 LOC551683
EOG8R7Z57 LOC105829266 Hex110
EOG87SW89 LOC105832260 LOC725244
EOG818FJ4 LOC105832261 LOC408308
EOG8V72BB LOC105831529 LOC725324
EOG8BGCQG LOC105831530 LOC414001
EOG8R26P8 LOC105837459 LOC100578575
EOG8G7FT2 LOC105837458 LOC100576176
EOG8G7FT2 LOC105838498 LOC100576176
EOG8T7BZN LOC105839037 LOC552282
EOG8JMBK4 LOC105839035 LOC552303
EOG8BP471 LOC105829092 LOC412348
EOG8GTP7H LOC105836737 LOC412018
EOG8WT058 LOC105834351 LOC412414
EOG8VHP2N LOC105834352 LOC725615
EOG87H8JT LOC105835627 LOC552715
EOG8FBMN8 LOC105834738 LOC100576742
EOG8CJZC2 LOC105832401 LOC409260
EOG8FFGWR LOC105840306 LOC552683
EOG851HK8 LOC105829934 LOC725780
EOG8SFD1S LOC105838294 LOC410253
EOG8S1X3F LOC105828986 LOC408310
EOG8MD0V2 LOC105837764 LOC410254
EOG87M4SX LOC105832765 LOC552619
EOG87M4SX LOC105837765 LOC552619
EOG8NZXNM LOC105837942 LOC408311
EOG8VHP2B LOC105837940 LOC726018
EOG8N33HC LOC105839565 LOC408312
EOG8XD6KP LOC105831485 LOC410255
EOG8NCQ72 LOC105831462 LOC410256
EOG8BZQXC LOC105831469 LOC552557
EOG8K6K00 LOC105836063 LOC410257
EOG8C2M4W LOC105831461 mGlutR1
EOG8C2M4W LOC105836062 mGlutR1
EOG8ZGS7J LOC105836064 LOC552511
EOG88KV64 LOC105839489 LOC410258
EOG8K3PQV LOC105829938 LOC408315
EOG8BP46B LOC105832979 LOC410259
EOG85782Z LOC105829961 LOC726301
EOG86HK5P LOC105830921 LOC100577687
EOG8RFPN8 LOC105828627 LOC100578910
EOG8KH5PJ LOC105828625 LOC552396
EOG8M68BX LOC105828624 LOC410261
EOG8258NQ LOC105828411 LOC410262
EOG8K6JZN LOC105834556 LOC410263
EOG8936D8 LOC105833784 LOC102654090
EOG8B01HV LOC105833785 LOC726506
EOG80S3B3 LOC105838842 LOC552295
EOG80S3B3 LOC105838842 LOC725314
EOG8W6RQG LOC105828291 LOC409152
EOG8W6RQG LOC105829626 LOC409152
EOG8W6RQG LOC105831651 LOC409152
EOG879J29 LOC105836508 LOC726875
EOG8H490G LOC105836520 LOC726861
EOG8GF68N LOC105836797 LOC413942
EOG8BVVP7 LOC105836796 LOC413943
EOG8NP9XQ LOC105832055 LOC413457
EOG8WT053 LOC105828229 LOC726801
EOG87WRH8 LOC105837468 LOC409919
EOG8DJNRT LOC105833836 LOC726781
EOG8VMJ9K LOC105833835 LOC551073
EOG8WWVD3 LOC105832513 LOC408317
EOG8FJC4P LOC105837463 LOC411457
EOG8F4W5S LOC105834390 LOC409068
EOG8R7Z5D LOC105837462 LOC102655688
EOG8TTKCF LOC105837461 LOC411458
EOG8PVRTS LOC105829090 LOC551987
EOG84BDWW LOC105831445 LOC409070
EOG84BDWN LOC105835637 LOC409476
EOG8F7RDD LOC105833818 LOC409475
EOG8V19V4 LOC105833819 LOC412944
EOG8J40C2 LOC105831481 LOC413916
EOG8SR0RM LOC105829937 LOC726612
EOG8MWC1P LOC105831677 LOC100579040
EOG86DPXZ LOC105831676 LOC411433
EOG8K6K0C LOC105840410 LOC726564
EOG8M3D48 LOC105840411 LOC411552
EOG8GTP7B LOC105834180 LOC551734
EOG8ZCX07 LOC105828287 LOC410264
EOG8THZNB LOC105836635 LOC100576185
EOG847JP6 LOC105836655 LOC410266
EOG8DV8FM LOC105838572 LOC724460
EOG8MD0V8 LOC105832301 LOC551501
EOG8JQ6S8 LOC105835306 LOC724685
EOG8QVG67 LOC105835304 LOC410154
EOG8QC40Z LOC105835305 LOC551424
EOG880MS5 LOC105835315 LOC724842
EOG8030MN LOC105835314 LOC724877
EOG8Z91R9 LOC105835300 LOC409595
EOG8Z91R9 LOC105835300 LOC107965979
EOG835023 LOC105837720 LOC552769
EOG80CMB9 LOC105830378 LOC412219
EOG8MGW3T LOC105830379 LOC727234
EOG8JMBHW LOC105830377 LOC409393
EOG8VX50T LOC105835313 LOC552744
EOG8GTP7M LOC105835312 LOC727222
EOG8CRPVD LOC105835317 LOC551313
EOG8K0THG LOC105837040 LOC552733
EOG8TB75X LOC105837038 LOC411505
EOG8THZP3 LOC105834366 LOC409491
EOG85XBQS LOC105834364 LOC552714
EOG8JHGB2 LOC105832916 LOC413822
EOG8PP1BB LOC105839446 LOC552700
EOG8KWNNH LOC105835113 LOC551276
EOG87M4S4 LOC105835112 LOC410108
EOG8VMJ8N LOC105835109 LOC727221
EOG8030MF LOC105835110 LOC412046
EOG82RH36 LOC105828447 LOC409329
EOG876NTV LOC105828446 LOC107965263
EOG81G5ZT LOC105840616 LOC551964
EOG8QRKZF LOC105829802 LOC725781
EOG8XKZ36 LOC105829178 LOC409241
EOG8FFGWQ LOC105834365 LOC411861
EOG835029 LOC105829646 LOC411862
EOG8W6RR3 LOC105829647 LOC411863
EOG84TS3S LOC105829648 LOC409636
EOG82VCB0 LOC105829650 LOC409634
EOG8N0787 LOC105831247 LOC100576717
EOG8N0787 LOC105834472 LOC100576717
EOG8962MT LOC105834473 LOC551467
EOG8FBMNX LOC105832862 LOC107965192
EOG8THZNN LOC105833392 LOC409838
EOG8ZW85G LOC105833387 LOC409839
EOG8N8V0H LOC105833399 LOC413259
EOG8G4KJS LOC105833396 LOC413260
EOG89PDT0 LOC105837002 LOC725288
EOG8X6G41 LOC105837019 LOC725245
EOG83V2QF LOC105837006 LOC100578745
EOG8QJVGS LOC105830341 LOC413261
EOG8X0QMN LOC105829758 LOC551061
EOG8X0QMN LOC105836534 LOC551061
EOG8X0QMN LOC105836525 LOC551061
EOG8BS0F0 LOC105837526 LOC550984
EOG8SN4H0 LOC105831203 LOC550935
EOG82NMVS LOC105831947 LOC725822
EOG8Z398M LOC105834350 LOC412409
EOG8HQHCV LOC105835180 LOC411553
EOG8DBX8C LOC105836105 LOC411554
EOG8F20XF LOC105836103 LOC411735
EOG88SKNX LOC105836104 LOC725984
EOG869TP3 LOC105833197 LOC411734
EOG869TP3 LOC105835270 LOC411734
EOG83BQH6 LOC105835365 LOC409184
EOG8QJVH2 LOC105839234 LOC413144
EOG8RBTDR LOC105837491 LOC552838
EOG84QWVR LOC105832388 LOC551211
EOG873SMQ LOC105832376 LOC726151
EOG8J40B8 LOC105830450 LOC102655980
