Gene,SwissProt,UniProt,L2,L3,L4,L5,Head,Gaster,Larval,Overall,Fixed Synonymous,Fixed Non-Synonymous,Polymorphic Synonymous,Polymorphic Non-Synonymous,Number Synonymous,Number Non-Synonymous,BSnIPRE.class,BSnIPRE.est,BSnIPRE.gamma,NI.class,NI.class.BFcorrect,MKtest P-value,"""-LOG(Neutrality Index)""",Raw PS,PS1,PS2
LOC105835222,Serine/threonine-protein kinase gcn2,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,0,0,10,11,286,887,neg,-1.180797318,-2.021472206,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835223,Farnesyl pyrophosphate synthase,Farnesyl pyrophosphate synthetase,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,0,0,2,3,118,347,neut,-0.929990454,-1.161989868,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835224,Period circadian protein,Period (Fragment),NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,656,642,190,98,993.6666667,2429.333333,pos,0.638813699,1.02350311,pos,pos,2.81E-06,0.640484108,cellular organisms,cellular,cellular
LOC105835225,Xanthine dehydrogenase,Xanthine dehydrogenase,NDE,NDE,Reproductive,Reproductive,Worker,Reproductive,NDE,NDE,23,15,37,23,883,2543,neut,-0.212447583,-0.319852349,neut,neut,1,0.047979682,cellular organisms,cellular,cellular
LOC105835226,6-phosphogluconate dehydrogenase  decarboxylating,6-phosphogluconate dehydrogenase  decarboxylating,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,60,14,20,4,395.6666667,1062.333333,neut,0.178670101,0.250669229,neut,neut,1,0.15415068,cellular organisms,cellular,cellular
LOC105835227,RNA-binding protein 45,RNA-binding protein 45,NDE,NDE,NDE,NDE,NDE,NDE,NDE,Reproductive,112,12,26,0,392.6666667,1062.333333,neut,0.962485931,1.720333807,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835228,Tolloid-like protein 2,Metalloendopeptidase,NDE,NDE,NDE,NDE,Worker,NDE,Reproductive,NDE,36,21,4,0,641,1801,neut,0.906992449,1.565631066,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835229,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835230,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835231,Putative protein kinase C delta type homolog,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,22,13,1,1,281,670,neut,0.443567938,0.65182972,neut,neut,1,-0.526093096,Opisthokonta,bilaterian,bilaterian
LOC105835232,Exocyst complex component 7,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,39,6,10,2,470.3333333,1071.666667,neut,0.032546281,0.043660008,neut,neut,1,-0.262364264,Eumetazoa,bilaterian,bilaterian
LOC105835233,Transcription elongation factor SPT5,Transcription elongation factor SPT5,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,51,9,9,1,948,2388,neut,0.276703002,0.390829254,neut,neut,1,0.462623522,Eukaryota,eukaryote,eukaryote
LOC105835234,Leucine-rich repeat-containing protein 27,Leucine-rich repeat-containing protein 27,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,119,77,19,14,477.3333333,1298.666667,neut,0.02146447,0.028349413,neut,neut,0.881870095,-0.129936422,cellular organisms,cellular,cellular
LOC105835235,Protein O-GlcNAcase,Bifunctional protein NCOAT,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,90,15,3,6,764.3333333,2016.666667,neut,-0.872352127,-0.96347343,neg,neut,0.000576608,-2.48490665,cellular organisms,cellular,cellular
LOC105835237,Calcium and integrin-binding family member 3,Calcium and integrin-binding family member,NDE,NDE,Worker,NDE,Worker,NDE,NDE,Worker,10,3,4,1,166.3333333,430.6666667,neut,0.060232306,0.082131515,neut,neut,1,0.182321557,Eukaryota,eukaryote,eukaryote
LOC105835238,-,-,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835239,G patch domain and ankyrin repeat-containing protein 1 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,20,7,9,2,308,850,neut,0.173301502,0.244582377,neut,neut,0.929429053,0.454255272,cellular organisms,cellular,cellular
LOC105835240,p53 and DNA damage-regulated protein 1,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,Worker,NDE,NDE,22,10,2,2,114.6666667,290.3333333,neut,0.154876766,0.210749325,neut,neut,0.851268624,-0.78845736,Eukaryota,eukaryote,eukaryote
LOC105835241,Mitochondrial import inner membrane translocase subunit Tim10,Mitochondrial import inner membrane translocase subunit Tim10,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,1,0,1,0,70.66666667,205.3333333,neut,-0.078775476,-0.104774877,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835242,Protein misato,Protein misato,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,25,18,20,8,429,1185,neut,0.280352114,0.423081949,neut,neut,0.376762045,0.587786665,Eukaryota,eukaryote,eukaryote
LOC105835243,Regulator of chromosome condensation,Regulator of chromosome condensation (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,38,18,6,0,367.3333333,940.6666667,neut,0.933708222,1.633700366,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835244,Decapping and exoribonuclease protein,Protein Dom3Z,NDE,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,29,43,14,16,258.6666667,881.3333333,neut,0.123599133,0.173686213,neut,neut,0.707402879,0.260372893,Eukaryota,eukaryote,eukaryote
LOC105835245,LIM/homeobox protein Lhx5,LIM/homeobox protein Lhx5,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835246,Teneurin-m,Teneurin-3,NDE,Worker,Worker,Worker,NDE,Worker,Worker,Worker,515,35,80,0,2217.666667,5756.333333,pos,1.322420583,2.762640628,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835247,CD63 antigen,Putative uncharacterized protein (Fragment),NDE,Worker,Worker,Worker,NDE,Worker,Worker,Worker,18,14,3,5,237.6666667,632.3333333,neut,-0.201436467,-0.255699668,neut,neut,0.579516132,-0.762140052,Metazoa,bilaterian,bilaterian
LOC105835248,Ras-related protein Rac1,Ras-related protein Rac1,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,1,0,0,0,44.66666667,111.3333333,neut,0.01706842,0.022885209,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835249,Triosephosphate isomerase,Triosephosphate isomerase,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,20,3,5,3,191,553,neut,-0.38843198,-0.479858741,neut,neut,0.322828006,-1.386294361,cellular organisms,cellular,cellular
LOC105835250,Techylectin-5B,Techylectin-5B,NDE,NDE,Reproductive,NDE,Worker,Worker,NDE,Worker,18,5,14,1,353.6666667,927.3333333,neut,0.444746697,0.696130067,neut,neut,0.429295642,1.358123484,Eukaryota,eukaryote,eukaryote
LOC105835251,Uncharacterized protein CG16817,Uncharacterized protein CG16817,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,1,0,0,0,114.3333333,398.6666667,neut,-0.173418021,-0.223973668,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835252,39S ribosomal protein L20  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,12,3,2,0,123,324,neut,0.467404253,0.697087673,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835253,INO80 complex subunit C,Uncharacterized protein C18orf37-like protein,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,Reproductive,10,0,3,0,108,270,neut,0.191869437,0.267654212,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835255,Protein phosphatase 1 regulatory subunit 16A,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,182,30,32,0,469.3333333,1234.666667,pos,1.367948636,2.930408581,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835256,Cytochrome P450 6A1,Putative uncharacterized protein (Fragment),NDE,Reproductive,Reproductive,NDE,Worker,NDE,NDE,NDE,73,27,12,3,401.3333333,1125.666667,neut,0.471193552,0.702151511,neut,neut,0.794515546,0.391671786,cellular organisms,cellular,cellular
LOC105835257,Transmembrane protein 42,Transmembrane protein 42,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,6,5,1,0,127,290,neut,0.508294385,0.769800484,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835258,Dual specificity protein phosphatase 22,Dual specificity protein phosphatase 22,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,105,18,10,0,359.6666667,720.3333333,neut,0.977289791,1.727718605,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835260,Titin,Uncharacterized protein,NDE,NDE,Reproductive,Reproductive,Worker,NDE,NDE,NDE,157,158,20,28,1201,3035,neut,-0.163205124,-0.206101432,neut,neut,0.367857337,-0.330123009,Eukaryota,eukaryote,eukaryote
LOC105835261,Potassium channel subfamily K member 18,Putative uncharacterized protein (Fragment),NDE,Reproductive,NDE,Worker,Reproductive,NDE,NDE,Reproductive,49,8,5,1,487,1058,neut,0.260704679,0.363836476,neut,neut,1,-0.202940844,Bilateria,bilaterian,bilaterian
LOC105835262,Potassium channel subfamily K member 15,Potassium channel subfamily K member 9,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835263,Potassium channel subfamily K member 18,Potassium channel subfamily K member 18,NDE,Worker,NDE,NDE,NDE,Worker,Worker,Worker,246,53,33,12,500.6666667,1080.333333,neut,-0.290886451,-0.357712642,neut,neut,0.220892863,-0.523438711,Bilateria,bilaterian,bilaterian
LOC105835264,Potassium channel subfamily K member 15,Potassium channel subfamily K member 9,NDE,Worker,NDE,NDE,Reproductive,NDE,Worker,Reproductive,18,9,1,2,232.6666667,652.3333333,neut,0.053938251,0.071723808,neut,neut,0.613448695,-1.386294361,Endopterygota,ant,hymenopteran_ant
LOC105835265,-,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,12,5,1,0,113,262,neut,0.576997574,0.886213265,NA,NA,NA,NA,Ecdysozoa,insect,insect
LOC105835266,-,Putative uncharacterized protein (Fragment),NDE,NDE,Worker,NDE,NDE,NDE,NDE,NDE,15,23,4,0,180.6666667,524.3333333,pos,1.196696031,2.362411325,NA,NA,NA,NA,Vespoidea,ant,hymenopteran_ant
LOC105835267,-,Uncharacterized protein,NDE,NDE,Reproductive,NDE,NDE,NDE,NDE,NDE,87,30,12,0,572.3333333,1473.666667,pos,1.17027574,2.2635673,NA,NA,NA,NA,Eumetazoa,bilaterian,bilaterian
LOC105835268,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,11,0,1,0,148.6666667,439.3333333,neut,0.144493179,0.196893181,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835269,Large subunit GTPase 1 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,95,66,13,6,506.3333333,1428.666667,neut,0.545729545,0.829575501,neut,neut,0.585980395,0.408967739,cellular organisms,cellular,cellular
LOC105835270,Valine--tRNA ligase,Valyl-tRNA synthetase,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,43,16,6,2,549,1731,neut,0.287780505,0.406319232,neut,neut,1,0.110000895,cellular organisms,cellular,cellular
LOC105835271,NADH dehydrogenase  ubiquinone  flavoprotein 2  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,14,6,5,1,197.3333333,534.6666667,neut,0.327336606,0.475815439,neut,neut,0.903623458,0.762140052,cellular organisms,cellular,cellular
LOC105835272,-,-,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,16,26,6,28,176,502,neg,-0.861445226,-1.013072901,neut,neut,0.08911674,-1.054937225,Monomorium pharaonis,ant,hymenopteran_ant
LOC105835273,39S ribosomal protein L43  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,10,4,3,1,166.3333333,448.6666667,neut,0.115350459,0.158137108,neut,neut,1,0.182321557,Eukaryota,eukaryote,eukaryote
LOC105835274,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,Reproductive,Reproductive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835275,-,-,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,2,7,0,3,118,299,neut,-0.166804106,-0.215793048,NA,NA,NA,NA,Monomorium pharaonis,ant,hymenopteran_ant
LOC105835276,Casein kinase I isoform epsilon,Casein kinase I isoform epsilon,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,98,39,19,6,717.3333333,1847.666667,neut,0.298438454,0.424702239,neut,neut,0.829140128,0.231273677,cellular organisms,cellular,cellular
LOC105835277,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835278,Platelet glycoprotein V,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,Reproductive,NDE,48,33,9,3,829,1934,neut,0.569967364,0.878949196,neut,neut,0.467087651,0.723918839,cellular organisms,cellular,cellular
LOC105835279,Putative oxidoreductase GLYR1 homolog,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,94,1,21,0,235,587,neut,0.57227348,0.886022329,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835281,Cytochrome P450 6A1,Putative cytochrome P450 6a14,NDE,Reproductive,NDE,NDE,Worker,NDE,NDE,NDE,20,18,2,2,280.3333333,781.6666667,neut,0.363756548,0.523763057,neut,neut,1,-0.105360516,cellular organisms,cellular,cellular
LOC105835282,Single Ig IL-1-related receptor,Single Ig IL-1-related receptor,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835283,-,Putative uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835284,Protein white,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,Worker,NDE,Reproductive,NDE,140,100,31,15,514.3333333,1276.666667,neut,0.402243978,0.591456681,neut,neut,0.325296845,0.389464767,cellular organisms,cellular,cellular
LOC105835285,ATPase inhibitor mai-2  mitochondrial,Probable ATPase inhibitor B0546.1  mitochondrial,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,33,15,7,1,341,922,neut,0.621568371,0.975772687,neut,neut,0.506569928,1.157452789,Metazoa,bilaterian,bilaterian
LOC105835286,Ras-related protein Rab-32,Ras-related protein Rab-32,NDE,NDE,Reproductive,NDE,Worker,Reproductive,Reproductive,Reproductive,52,36,7,3,559,1391,neut,0.507859237,0.763038959,neut,neut,0.743688672,0.47957308,cellular organisms,cellular,cellular
LOC105835287,Syndecan,Syndecan (Fragment),NDE,NDE,NDE,NDE,Worker,Worker,NDE,Worker,8,3,1,1,196,527,neut,-0.015345509,-0.020299542,neut,neut,1,-0.980829253,Arthropoda,insect,insect
LOC105835288,Adenylate cyclase type 10,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835289,Microtubule-associated tumor suppressor 1 homolog,Mitochondrial tumor suppressor 1-like protein,NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,NDE,103,39,28,5,1222.666667,2779.333333,neut,0.612458411,0.96763253,neut,neut,0.212774349,0.751599256,Opisthokonta,bilaterian,bilaterian
LOC105835290,Serine/threonine-protein kinase 3,Uncharacterized protein,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,36,6,8,0,411.6666667,1169.333333,neut,0.546036709,0.837713802,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835291,Maternal protein pumilio,Uncharacterized protein,NDE,NDE,Worker,NDE,NDE,NDE,NDE,NDE,220,5,58,0,1011,2493,neut,0.666677757,1.07280596,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835292,Exostosin-1,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,NDE,NDE,NDE,NDE,69,6,23,0,600.3333333,1538.666667,neut,0.695154566,1.137012104,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835293,Tetraspanin-11,Tetraspanin,NDE,NDE,NDE,NDE,Worker,Reproductive,NDE,NDE,26,41,3,1,189.3333333,626.6666667,pos,1.086096041,2.019328566,neut,neut,0.364400213,1.554087817,Metazoa,bilaterian,bilaterian
LOC105835294,Pre-mRNA-processing factor 17,Pre-mRNA-processing factor 17,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,26,3,10,0,463.3333333,1321.666667,neut,0.41522871,0.622761005,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835295,Sorting nexin-17,Putative uncharacterized protein (Fragment),NDE,NDE,Reproductive,NDE,Reproductive,Reproductive,NDE,Reproductive,107,45,10,5,375,1044,neut,0.222753938,0.306792602,neut,neut,0.99576511,-0.173019164,Opisthokonta,bilaterian,bilaterian
LOC105835297,-,Uncharacterized protein,NDE,Worker,NDE,NDE,Worker,Worker,NDE,Worker,100,16,27,5,652.6666667,1816.333333,neut,0.023364301,0.031322824,neut,neut,1,-0.14618251,cellular organisms,cellular,cellular
LOC105835298,Transmembrane protein 181,Putative uncharacterized protein (Fragment),NDE,Worker,Worker,Worker,NDE,NDE,Worker,Worker,40,4,9,0,455,1132,neut,0.488741355,0.737113057,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835299,Peritrophin-1,Uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,12,10,1,2,135.3333333,404.6666667,neut,0.118589288,0.160630081,neut,neut,0.941078777,-0.875468737,Eumetazoa,bilaterian,bilaterian
LOC105835300,-,Uncharacterized protein,NDE,NDE,NDE,NDE,Worker,NDE,NDE,Worker,16,7,1,3,315.3333333,827.6666667,neut,-0.348269772,-0.427258255,neut,neut,0.25320254,-1.925290862,Arthropoda,insect,insect
LOC105835301,-,Odorant receptor,NDE,NDE,NDE,NDE,Worker,NDE,NDE,NDE,0,1,2,9,158,490,neg,-1.333202896,-1.700315812,NA,NA,NA,NA,Apocrita,ant,hymenopteran_ant
LOC105835302,-,Lethal(3)malignant brain tumor-like 3 protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,19,11,7,2,379.3333333,1051.666667,neut,0.336406591,0.491378668,neut,neut,0.68686518,0.706219262,Endopterygota,ant,hymenopteran_ant
LOC105835303,UPF0545 protein C22orf39 homolog,UPF0545 protein C22orf39-like protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,3,1,0,0,92,346,neut,0.122435442,0.167205516,NA,NA,NA,NA,Bilateria,bilaterian,bilaterian
LOC105835304,Neurogenic locus notch homolog protein 1,Uncharacterized protein,NDE,NDE,Worker,Worker,NDE,NDE,Worker,Worker,267,95,51,12,1224.333333,3194.666667,neut,0.445762363,0.661299896,neut,neut,0.290434153,0.413547216,Eumetazoa,bilaterian,bilaterian
LOC105835305,Nuclear receptor-binding protein homolog,Nuclear receptor-binding protein-like protein,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,9,1,2,0,496.3333333,1315.666667,neut,0.024690978,0.033149457,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835306,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,Reproductive,108,45,15,0,474.3333333,1235.666667,pos,1.420354761,3.10719259,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835307,Protein N-lysine methyltransferase METTL20,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,47,34,11,10,246,726,neut,-0.059289914,-0.077776085,neut,neut,0.827325981,-0.228476897,cellular organisms,cellular,cellular
LOC105835308,-,Circadian clock-controlled protein,NDE,NDE,Reproductive,Reproductive,NDE,Worker,Reproductive,NDE,12,14,4,1,181.6666667,553.3333333,neut,0.674724384,1.087033679,neut,neut,0.368995855,1.540445041,Pancrustacea,insect,insect
LOC105835309,-,Putative uncharacterized protein,NDE,NDE,Worker,Worker,Worker,NDE,NDE,NDE,9,6,2,0,109.6666667,262.3333333,neut,0.629545587,0.991424161,NA,NA,NA,NA,Apocrita,ant,hymenopteran_ant
LOC105835310,Myeloid leukemia factor,Myeloid leukemia factor,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,29,14,9,2,269,637,neut,0.478129469,0.724612837,neut,neut,0.574237623,0.775838896,Eukaryota,eukaryote,eukaryote
LOC105835311,Enkurin,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC105835312,Serine/threonine-protein phosphatase 4 regulatory subunit 2,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,75,36,13,5,676,1709,neut,0.294368172,0.417375753,neut,neut,0.90403835,0.22154227,Eukaryota,eukaryote,eukaryote
LOC105835313,ATP-binding cassette sub-family B member 10  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,NDE,157,50,24,6,607,1376,neut,0.354729922,0.509747271,neut,neut,0.786630875,0.242071561,cellular organisms,cellular,cellular
LOC105835314,Integral membrane protein GPR155,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,58,22,16,6,699.3333333,1730.666667,neut,0.0579981,0.078450788,neut,neut,1,0.011428696,cellular organisms,cellular,cellular
LOC105835315,-,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,15,6,4,0,233.3333333,660.6666667,neut,0.5688902,0.880794317,NA,NA,NA,NA,Apocrita,ant,hymenopteran_ant
LOC105835316,Circadian clock-controlled protein,Circadian clock-controlled protein,NDE,NDE,Reproductive,NDE,Worker,Reproductive,NDE,Reproductive,16,5,3,0,219,519,neut,0.518180607,0.786150159,NA,NA,NA,NA,Pancrustacea,insect,insect
LOC105835317,Calcineurin subunit B type 2,Calcineurin subunit B type 2,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,11,0,2,0,127,386,neut,0.203143761,0.282433091,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835318,NEDD8,Putative uncharacterized protein,NDE,NDE,NDE,NDE,NDE,NDE,NDE,NDE,2,0,2,0,63,192,neut,0.038418199,0.052553288,NA,NA,NA,NA,cellular organisms,cellular,cellular
LOC105835319,Mitochondrial import inner membrane translocase subunit Tim21,TIM21-like protein  mitochondrial,NDE,NDE,NDE,NDE,Reproductive,NDE,NDE,NDE,10,8,10,0,181.3333333,502.6666667,neut,0.913951759,1.671527439,NA,NA,NA,NA,Opisthokonta,bilaterian,bilaterian
LOC105835320,Transcription and mRNA export factor ENY2,Enhancer of yellow 2 transcription factor,NDE,NDE,NDE,NDE,Reproductive,Reproductive,NDE,Reproductive,11,0,2,1,82.33333333,205.6666667,neut,-0.185603888,-0.23679049,NA,NA,NA,NA,Eukaryota,eukaryote,eukaryote
LOC105835321,Annulin,Annulin,NDE,Reproductive,NDE,NDE,NDE,Worker,NDE,NDE,74,21,36,10,446,1213,neut,0.021459478,0.029615427,neut,neut,1,0.02139119,Eukaryota,eukaryote,eukaryote
LOC105835322,Probable leucine--tRNA ligase  mitochondrial,Putative uncharacterized protein (Fragment),NDE,NDE,NDE,Reproductive,Reproductive,Reproductive,NDE,Reproductive,77,50,15,3,656.6666667,1959.333333,pos,0.893036077,1.54552204,neut,neut,0.107309152,1.177655496,cellular organisms,cellular,cellular
LOC105835323,Ras association domain-containing protein 8,Ras association domain-containing protein 8,NDE,NDE,NDE,NDE,Reproductive,Worker,NDE,NDE,32,3,9,2,469,1211,neut,-0.206494583,-0.264161719,neut,neut,0.735373184,-0.863046217,Eumetazoa,bilaterian,bilaterian
